optimizer_step,_step,_step__MIN,_step__MAX,val_loss_1,val_loss_1__MIN,val_loss_1__MAX,val_loss_2,val_loss_2__MIN,val_loss_2__MAX,val_loss_4,val_loss_4__MIN,val_loss_4__MAX,val_loss_8,val_loss_8__MIN,val_loss_8__MAX,val_loss_16,val_loss_16__MIN,val_loss_16__MAX,,,,,,,,,,,,,,,,,,
208,415,415,415,5.84856557846069,5.84856557846069,5.84856557846069,5.30782604217529,5.30782604217529,5.30782604217529,5.08261108398438,5.08261108398438,5.08261108398438,5.04667282104492,5.04667282104492,5.04667282104492,5.04595279693604,5.04595279693604,5.04595279693604,,,,,,,,,,,,,,,,,,
224,447,447,447,5.81096744537354,5.81096744537354,5.81096744537354,5.2400369644165,5.2400369644165,5.2400369644165,5.00317096710205,5.00317096710205,5.00317096710205,4.96469211578369,4.96469211578369,4.96469211578369,4.96353435516357,4.96353435516357,4.96353435516357,,,,,,,,,,,,,,,,,,
240,479,479,479,5.78772068023682,5.78772068023682,5.78772068023682,5.19271373748779,5.19271373748779,5.19271373748779,4.93979835510254,4.93979835510254,4.93979835510254,4.89735460281372,4.89735460281372,4.89735460281372,4.89607858657837,4.89607858657837,4.89607858657837,,,,,,,,,,,,,,,,,,
256,511,511,511,5.75361728668213,5.75361728668213,5.75361728668213,5.13715887069702,5.13715887069702,5.13715887069702,4.87530612945557,4.87530612945557,4.87530612945557,4.82890272140503,4.82890272140503,4.82890272140503,4.82738780975342,4.82738780975342,4.82738780975342,,,,,,,,,,,,,,,,,,
272,543,543,543,5.73119354248047,5.73119354248047,5.73119354248047,5.09378433227539,5.09378433227539,5.09378433227539,4.81538581848145,4.81538581848145,4.81538581848145,4.76410627365112,4.76410627365112,4.76410627365112,4.7623176574707,4.7623176574707,4.7623176574707,,,,,,,,,,,,,,,,,,
288,575,575,575,5.71411228179932,5.71411228179932,5.71411228179932,5.05441665649414,5.05441665649414,5.05441665649414,4.75990295410156,4.75990295410156,4.75990295410156,4.70492649078369,4.70492649078369,4.70492649078369,4.70303726196289,4.70303726196289,4.70303726196289,,,,,,,,,,,,,,,,,,
304,607,607,607,5.70762062072754,5.70762062072754,5.70762062072754,5.02754688262939,5.02754688262939,5.02754688262939,4.71704578399658,4.71704578399658,4.71704578399658,4.65624332427979,4.65624332427979,4.65624332427979,4.65411472320557,4.65411472320557,4.65411472320557,,,,,,,,,,,,,,,,,,
320,639,639,639,5.67616701126099,5.67616701126099,5.67616701126099,4.9826283454895,4.9826283454895,4.9826283454895,4.65732955932617,4.65732955932617,4.65732955932617,4.59288311004639,4.59288311004639,4.59288311004639,4.59052228927612,4.59052228927612,4.59052228927612,,,,,,,,,,,,,,,,,,
336,671,671,671,5.66151475906372,5.66151475906372,5.66151475906372,4.94768571853638,4.94768571853638,4.94768571853638,4.61062240600586,4.61062240600586,4.61062240600586,4.54250526428223,4.54250526428223,4.54250526428223,4.5399317741394,4.5399317741394,4.5399317741394,,,,,,,,,,,,,,,,,,
352,703,703,703,5.64644813537598,5.64644813537598,5.64644813537598,4.91538524627686,4.91538524627686,4.91538524627686,4.56392192840576,4.56392192840576,4.56392192840576,4.49370384216309,4.49370384216309,4.49370384216309,4.49109268188477,4.49109268188477,4.49109268188477,,,,,,,,,,,,,,,,,,
368,735,735,735,5.63143491744995,5.63143491744995,5.63143491744995,4.88347864151001,4.88347864151001,4.88347864151001,4.5191650390625,4.5191650390625,4.5191650390625,4.4457368850708,4.4457368850708,4.4457368850708,4.44284963607788,4.44284963607788,4.44284963607788,,,,,,,,,,,,,,,,,,
384,767,767,767,5.6258716583252,5.6258716583252,5.6258716583252,4.85341930389404,4.85341930389404,4.85341930389404,4.47882413864136,4.47882413864136,4.47882413864136,4.40241289138794,4.40241289138794,4.40241289138794,4.39960479736328,4.39960479736328,4.39960479736328,,,,,,,,,,,,,,,,,,
400,799,799,799,5.61093473434448,5.61093473434448,5.61093473434448,4.82736110687256,4.82736110687256,4.82736110687256,4.44335269927979,4.44335269927979,4.44335269927979,4.36260414123535,4.36260414123535,4.36260414123535,4.35959053039551,4.35959053039551,4.35959053039551,,,,,,,,,,,,,,,,,,
416,831,831,831,5.60366725921631,5.60366725921631,5.60366725921631,4.80077171325684,4.80077171325684,4.80077171325684,4.40361738204956,4.40361738204956,4.40361738204956,4.32138729095459,4.32138729095459,4.32138729095459,4.31793594360352,4.31793594360352,4.31793594360352,,,,,,,,,,,,,,,,,,
432,863,863,863,5.59220933914185,5.59220933914185,5.59220933914185,4.77850866317749,4.77850866317749,4.77850866317749,4.36925792694092,4.36925792694092,4.36925792694092,4.28281927108765,4.28281927108765,4.28281927108765,4.27965402603149,4.27965402603149,4.27965402603149,,,,,,,,,,,,,,,,,,
448,895,895,895,5.57786178588867,5.57786178588867,5.57786178588867,4.75223970413208,4.75223970413208,4.75223970413208,4.33370923995972,4.33370923995972,4.33370923995972,4.24506998062134,4.24506998062134,4.24506998062134,4.2416787147522,4.2416787147522,4.2416787147522,,,,,,,,,,,,,,,,,,
464,927,927,927,5.57256937026978,5.57256937026978,5.57256937026978,4.73028230667114,4.73028230667114,4.73028230667114,4.29992866516113,4.29992866516113,4.29992866516113,4.21020746231079,4.21020746231079,4.21020746231079,4.20663452148438,4.20663452148438,4.20663452148438,,,,,,,,,,,,,,,,,,
480,959,959,959,5.56412029266357,5.56412029266357,5.56412029266357,4.70998573303223,4.70998573303223,4.70998573303223,4.26908349990845,4.26908349990845,4.26908349990845,4.17738342285156,4.17738342285156,4.17738342285156,4.17408847808838,4.17408847808838,4.17408847808838,,,,,,,,,,,,,,,,,,
496,991,991,991,5.55852603912354,5.55852603912354,5.55852603912354,4.68986558914185,4.68986558914185,4.68986558914185,4.24237251281738,4.24237251281738,4.24237251281738,4.14817190170288,4.14817190170288,4.14817190170288,4.14472770690918,4.14472770690918,4.14472770690918,,,,,,,,,,,,,,,,,,
512,1023,1023,1023,5.53348827362061,5.53348827362061,5.53348827362061,4.6578950881958,4.6578950881958,4.6578950881958,4.20212173461914,4.20212173461914,4.20212173461914,4.10720491409302,4.10720491409302,4.10720491409302,4.1037802696228,4.1037802696228,4.1037802696228,,,,,,,,,,,,,,,,,,
528,1055,1055,1055,5.51944065093994,5.51944065093994,5.51944065093994,4.63124370574951,4.63124370574951,4.63124370574951,4.16726398468018,4.16726398468018,4.16726398468018,4.07228755950928,4.07228755950928,4.07228755950928,4.06870555877686,4.06870555877686,4.06870555877686,,,,,,,,,,,,,,,,,,
544,1087,1087,1087,5.51195240020752,5.51195240020752,5.51195240020752,4.60955715179443,4.60955715179443,4.60955715179443,4.1367301940918,4.1367301940918,4.1367301940918,4.04104137420654,4.04104137420654,4.04104137420654,4.03759288787842,4.03759288787842,4.03759288787842,,,,,,,,,,,,,,,,,,
560,1119,1119,1119,5.50411510467529,5.50411510467529,5.50411510467529,4.58205604553223,4.58205604553223,4.58205604553223,4.102707862854,4.102707862854,4.102707862854,4.00713682174683,4.00713682174683,4.00713682174683,4.00371170043945,4.00371170043945,4.00371170043945,,,,,,,,,,,,,,,,,,
576,1151,1151,1151,5.50326585769653,5.50326585769653,5.50326585769653,4.55902862548828,4.55902862548828,4.55902862548828,4.07145261764526,4.07145261764526,4.07145261764526,3.97625064849854,3.97625064849854,3.97625064849854,3.97288036346436,3.97288036346436,3.97288036346436,,,,,,,,,,,,,,,,,,
592,1183,1183,1183,5.49757957458496,5.49757957458496,5.49757957458496,4.53521060943604,4.53521060943604,4.53521060943604,4.04177665710449,4.04177665710449,4.04177665710449,3.94698238372803,3.94698238372803,3.94698238372803,3.94332766532898,3.94332766532898,3.94332766532898,,,,,,,,,,,,,,,,,,
608,1215,1215,1215,5.47467136383057,5.47467136383057,5.47467136383057,4.50705146789551,4.50705146789551,4.50705146789551,4.01137256622314,4.01137256622314,4.01137256622314,3.91709470748901,3.91709470748901,3.91709470748901,3.91361618041992,3.91361618041992,3.91361618041992,,,,,,,,,,,,,,,,,,
624,1247,1247,1247,5.46368646621704,5.46368646621704,5.46368646621704,4.48264741897583,4.48264741897583,4.48264741897583,3.98311853408813,3.98311853408813,3.98311853408813,3.88852953910828,3.88852953910828,3.88852953910828,3.88484144210815,3.88484144210815,3.88484144210815,,,,,,,,,,,,,,,,,,
640,1279,1279,1279,5.4470419883728,5.4470419883728,5.4470419883728,4.454345703125,4.454345703125,4.454345703125,3.95450901985168,3.95450901985168,3.95450901985168,3.86002326011658,3.86002326011658,3.86002326011658,3.8564977645874,3.8564977645874,3.8564977645874,,,,,,,,,,,,,,,,,,
656,1311,1311,1311,5.43373727798462,5.43373727798462,5.43373727798462,4.43333148956299,4.43333148956299,4.43333148956299,3.92923879623413,3.92923879623413,3.92923879623413,3.83533477783203,3.83533477783203,3.83533477783203,3.8318395614624,3.8318395614624,3.8318395614624,,,,,,,,,,,,,,,,,,
672,1343,1343,1343,5.43496608734131,5.43496608734131,5.43496608734131,4.40855407714844,4.40855407714844,4.40855407714844,3.90793967247009,3.90793967247009,3.90793967247009,3.81463766098022,3.81463766098022,3.81463766098022,3.81127643585205,3.81127643585205,3.81127643585205,,,,,,,,,,,,,,,,,,
688,1375,1375,1375,5.42122745513916,5.42122745513916,5.42122745513916,4.37832450866699,4.37832450866699,4.37832450866699,3.87428712844849,3.87428712844849,3.87428712844849,3.78190541267395,3.78190541267395,3.78190541267395,3.77851843833923,3.77851843833923,3.77851843833923,,,,,,,,,,,,,,,,,,
704,1407,1407,1407,5.41735744476318,5.41735744476318,5.41735744476318,4.35695457458496,4.35695457458496,4.35695457458496,3.85853910446167,3.85853910446167,3.85853910446167,3.76769590377808,3.76769590377808,3.76769590377808,3.76441097259522,3.76441097259522,3.76441097259522,,,,,,,,,,,,,,,,,,
720,1439,1439,1439,5.39081907272339,5.39081907272339,5.39081907272339,4.32348728179932,4.32348728179932,4.32348728179932,3.83009028434753,3.83009028434753,3.83009028434753,3.74002361297607,3.74002361297607,3.74002361297607,3.73710823059082,3.73710823059082,3.73710823059082,,,,,,,,,,,,,,,,,,
736,1471,1471,1471,5.38512516021729,5.38512516021729,5.38512516021729,4.30628108978272,4.30628108978272,4.30628108978272,3.80965113639832,3.80965113639832,3.80965113639832,3.71994757652283,3.71994757652283,3.71994757652283,3.71692109107971,3.71692109107971,3.71692109107971,,,,,,,,,,,,,,,,,,
752,1503,1503,1503,5.37324905395508,5.37324905395508,5.37324905395508,4.28483152389526,4.28483152389526,4.28483152389526,3.79040861129761,3.79040861129761,3.79040861129761,3.70129632949829,3.70129632949829,3.70129632949829,3.69843697547913,3.69843697547913,3.69843697547913,,,,,,,,,,,,,,,,,,
768,1535,1535,1535,5.36646747589111,5.36646747589111,5.36646747589111,4.26869773864746,4.26869773864746,4.26869773864746,3.77578330039978,3.77578330039978,3.77578330039978,3.68763279914856,3.68763279914856,3.68763279914856,3.68482351303101,3.68482351303101,3.68482351303101,,,,,,,,,,,,,,,,,,
784,1567,1567,1567,5.34378528594971,5.34378528594971,5.34378528594971,4.2415132522583,4.2415132522583,4.2415132522583,3.75062537193298,3.75062537193298,3.75062537193298,3.66282868385315,3.66282868385315,3.66282868385315,3.6599395275116,3.6599395275116,3.6599395275116,,,,,,,,,,,,,,,,,,
800,1599,1599,1599,5.32649564743042,5.32649564743042,5.32649564743042,4.22738885879517,4.22738885879517,4.22738885879517,3.73556756973267,3.73556756973267,3.73556756973267,3.64844179153442,3.64844179153442,3.64844179153442,3.64583158493042,3.64583158493042,3.64583158493042,,,,,,,,,,,,,,,,,,
816,1631,1631,1631,5.31295108795166,5.31295108795166,5.31295108795166,4.20435190200806,4.20435190200806,4.20435190200806,3.71764969825745,3.71764969825745,3.71764969825745,3.63238191604614,3.63238191604614,3.63238191604614,3.62959170341492,3.62959170341492,3.62959170341492,,,,,,,,,,,,,,,,,,
832,1663,1663,1663,5.3062915802002,5.3062915802002,5.3062915802002,4.18655490875244,4.18655490875244,4.18655490875244,3.7053234577179,3.7053234577179,3.7053234577179,3.62103462219238,3.62103462219238,3.62103462219238,3.61817479133606,3.61817479133606,3.61817479133606,,,,,,,,,,,,,,,,,,
848,1695,1695,1695,5.2918872833252,5.2918872833252,5.2918872833252,4.16950559616089,4.16950559616089,4.16950559616089,3.68658494949341,3.68658494949341,3.68658494949341,3.60339164733887,3.60339164733887,3.60339164733887,3.60085272789001,3.60085272789001,3.60085272789001,,,,,,,,,,,,,,,,,,
864,1727,1727,1727,5.28067970275879,5.28067970275879,5.28067970275879,4.1512885093689,4.1512885093689,4.1512885093689,3.67102265357971,3.67102265357971,3.67102265357971,3.588303565979,3.588303565979,3.588303565979,3.58546996116638,3.58546996116638,3.58546996116638,,,,,,,,,,,,,,,,,,
880,1759,1759,1759,5.26795482635498,5.26795482635498,5.26795482635498,4.13915014266968,4.13915014266968,4.13915014266968,3.66270637512207,3.66270637512207,3.66270637512207,3.5813250541687,3.5813250541687,3.5813250541687,3.57891178131104,3.57891178131104,3.57891178131104,,,,,,,,,,,,,,,,,,
896,1791,1791,1791,5.25374698638916,5.25374698638916,5.25374698638916,4.11790895462036,4.11790895462036,4.11790895462036,3.64540672302246,3.64540672302246,3.64540672302246,3.56493234634399,3.56493234634399,3.56493234634399,3.56235337257385,3.56235337257385,3.56235337257385,,,,,,,,,,,,,,,,,,
912,1823,1823,1823,5.24832391738892,5.24832391738892,5.24832391738892,4.10515594482422,4.10515594482422,4.10515594482422,3.6329505443573,3.6329505443573,3.6329505443573,3.55280137062073,3.55280137062073,3.55280137062073,3.55014514923096,3.55014514923096,3.55014514923096,,,,,,,,,,,,,,,,,,
928,1855,1855,1855,5.2389612197876,5.2389612197876,5.2389612197876,4.08715343475342,4.08715343475342,4.08715343475342,3.61705231666565,3.61705231666565,3.61705231666565,3.53760743141174,3.53760743141174,3.53760743141174,3.53505563735962,3.53505563735962,3.53505563735962,,,,,,,,,,,,,,,,,,
944,1887,1887,1887,5.21621084213257,5.21621084213257,5.21621084213257,4.06710290908814,4.06710290908814,4.06710290908814,3.60408210754395,3.60408210754395,3.60408210754395,3.5253164768219,3.5253164768219,3.5253164768219,3.52268123626709,3.52268123626709,3.52268123626709,,,,,,,,,,,,,,,,,,
960,1919,1919,1919,5.20435380935669,5.20435380935669,5.20435380935669,4.04998159408569,4.04998159408569,4.04998159408569,3.59117722511292,3.59117722511292,3.59117722511292,3.51376557350159,3.51376557350159,3.51376557350159,3.51120734214783,3.51120734214783,3.51120734214783,,,,,,,,,,,,,,,,,,
976,1951,1951,1951,5.20296049118042,5.20296049118042,5.20296049118042,4.03827857971191,4.03827857971191,4.03827857971191,3.58089637756348,3.58089637756348,3.58089637756348,3.50398874282837,3.50398874282837,3.50398874282837,3.50172281265259,3.50172281265259,3.50172281265259,,,,,,,,,,,,,,,,,,
992,1983,1983,1983,5.18948030471802,5.18948030471802,5.18948030471802,4.02372789382935,4.02372789382935,4.02372789382935,3.56685447692871,3.56685447692871,3.56685447692871,3.48961997032166,3.48961997032166,3.48961997032166,3.48722195625305,3.48722195625305,3.48722195625305,,,,,,,,,,,,,,,,,,
1008,2015,2015,2015,5.18325519561768,5.18325519561768,5.18325519561768,4.01060962677002,4.01060962677002,4.01060962677002,3.55544185638428,3.55544185638428,3.55544185638428,3.48016428947449,3.48016428947449,3.48016428947449,3.47776412963867,3.47776412963867,3.47776412963867,,,,,,,,,,,,,,,,,,
1024,2047,2047,2047,5.1704249382019,5.1704249382019,5.1704249382019,3.99886417388916,3.99886417388916,3.99886417388916,3.54527521133423,3.54527521133423,3.54527521133423,3.4706130027771,3.4706130027771,3.4706130027771,3.4684431552887,3.4684431552887,3.4684431552887,,,,,,,,,,,,,,,,,,
1040,2079,2079,2079,5.15989112854004,5.15989112854004,5.15989112854004,3.98394680023193,3.98394680023193,3.98394680023193,3.53447270393372,3.53447270393372,3.53447270393372,3.4607458114624,3.4607458114624,3.4607458114624,3.4584276676178,3.4584276676178,3.4584276676178,,,,,,,,,,,,,,,,,,
1056,2111,2111,2111,5.15005826950073,5.15005826950073,5.15005826950073,3.97271871566772,3.97271871566772,3.97271871566772,3.52644491195679,3.52644491195679,3.52644491195679,3.45300102233887,3.45300102233887,3.45300102233887,3.45072650909424,3.45072650909424,3.45072650909424,,,,,,,,,,,,,,,,,,
1072,2143,2143,2143,5.13844776153564,5.13844776153564,5.13844776153564,3.95899701118469,3.95899701118469,3.95899701118469,3.51597929000855,3.51597929000855,3.51597929000855,3.44323253631592,3.44323253631592,3.44323253631592,3.44091463088989,3.44091463088989,3.44091463088989,,,,,,,,,,,,,,,,,,
1088,2175,2175,2175,5.13226699829102,5.13226699829102,5.13226699829102,3.94880747795105,3.94880747795105,3.94880747795105,3.50420212745667,3.50420212745667,3.50420212745667,3.43285441398621,3.43285441398621,3.43285441398621,3.43052506446838,3.43052506446838,3.43052506446838,,,,,,,,,,,,,,,,,,
1104,2207,2207,2207,5.13562679290772,5.13562679290772,5.13562679290772,3.93614768981934,3.93614768981934,3.93614768981934,3.4961793422699,3.4961793422699,3.4961793422699,3.42408180236816,3.42408180236816,3.42408180236816,3.42172908782959,3.42172908782959,3.42172908782959,,,,,,,,,,,,,,,,,,
1120,2239,2239,2239,5.12198829650879,5.12198829650879,5.12198829650879,3.92740416526794,3.92740416526794,3.92740416526794,3.49026274681091,3.49026274681091,3.49026274681091,3.41851949691772,3.41851949691772,3.41851949691772,3.41625356674194,3.41625356674194,3.41625356674194,,,,,,,,,,,,,,,,,,
1136,2271,2271,2271,5.12512683868408,5.12512683868408,5.12512683868408,3.91781711578369,3.91781711578369,3.91781711578369,3.48187041282654,3.48187041282654,3.48187041282654,3.40932273864746,3.40932273864746,3.40932273864746,3.40717744827271,3.40717744827271,3.40717744827271,,,,,,,,,,,,,,,,,,
1152,2303,2303,2303,5.09721517562866,5.09721517562866,5.09721517562866,3.90182590484619,3.90182590484619,3.90182590484619,3.46960973739624,3.46960973739624,3.46960973739624,3.39932107925415,3.39932107925415,3.39932107925415,3.39713978767395,3.39713978767395,3.39713978767395,,,,,,,,,,,,,,,,,,
1168,2335,2335,2335,5.09444236755371,5.09444236755371,5.09444236755371,3.89623212814331,3.89623212814331,3.89623212814331,3.46321749687195,3.46321749687195,3.46321749687195,3.39278221130371,3.39278221130371,3.39278221130371,3.39056777954102,3.39056777954102,3.39056777954102,,,,,,,,,,,,,,,,,,
1184,2367,2367,2367,5.07516956329346,5.07516956329346,5.07516956329346,3.88241529464722,3.88241529464722,3.88241529464722,3.45415234565735,3.45415234565735,3.45415234565735,3.38386201858521,3.38386201858521,3.38386201858521,3.3816454410553,3.3816454410553,3.3816454410553,,,,,,,,,,,,,,,,,,
1200,2399,2399,2399,5.06574153900147,5.06574153900147,5.06574153900147,3.87391638755798,3.87391638755798,3.87391638755798,3.44354748725891,3.44354748725891,3.44354748725891,3.37538194656372,3.37538194656372,3.37538194656372,3.37295651435852,3.37295651435852,3.37295651435852,,,,,,,,,,,,,,,,,,
1216,2431,2431,2431,5.06432151794434,5.06432151794434,5.06432151794434,3.86050915718079,3.86050915718079,3.86050915718079,3.43789148330688,3.43789148330688,3.43789148330688,3.36913299560547,3.36913299560547,3.36913299560547,3.36696839332581,3.36696839332581,3.36696839332581,,,,,,,,,,,,,,,,,,
1232,2463,2463,2463,5.06052494049072,5.06052494049072,5.06052494049072,3.85445857048035,3.85445857048035,3.85445857048035,3.43289852142334,3.43289852142334,3.43289852142334,3.36407732963562,3.36407732963562,3.36407732963562,3.36191534996033,3.36191534996033,3.36191534996033,,,,,,,,,,,,,,,,,,
1248,2495,2495,2495,5.05213260650635,5.05213260650635,5.05213260650635,3.84174776077271,3.84174776077271,3.84174776077271,3.42434549331665,3.42434549331665,3.42434549331665,3.35699558258057,3.35699558258057,3.35699558258057,3.35498070716858,3.35498070716858,3.35498070716858,,,,,,,,,,,,,,,,,,
1264,2527,2527,2527,5.03625965118408,5.03625965118408,5.03625965118408,3.83124327659607,3.83124327659607,3.83124327659607,3.41334915161133,3.41334915161133,3.41334915161133,3.34604239463806,3.34604239463806,3.34604239463806,3.3439793586731,3.3439793586731,3.3439793586731,,,,,,,,,,,,,,,,,,
1280,2559,2559,2559,5.03065204620361,5.03065204620361,5.03065204620361,3.81937623023987,3.81937623023987,3.81937623023987,3.40293908119202,3.40293908119202,3.40293908119202,3.33576917648315,3.33576917648315,3.33576917648315,3.33391427993774,3.33391427993774,3.33391427993774,,,,,,,,,,,,,,,,,,
1296,2591,2591,2591,5.00236034393311,5.00236034393311,5.00236034393311,3.81515407562256,3.81515407562256,3.81515407562256,3.40136957168579,3.40136957168579,3.40136957168579,3.33475971221924,3.33475971221924,3.33475971221924,3.33275127410889,3.33275127410889,3.33275127410889,,,,,,,,,,,,,,,,,,
1312,2623,2623,2623,4.99322748184204,4.99322748184204,4.99322748184204,3.80714797973633,3.80714797973633,3.80714797973633,3.39100003242493,3.39100003242493,3.39100003242493,3.32418346405029,3.32418346405029,3.32418346405029,3.32225704193115,3.32225704193115,3.32225704193115,,,,,,,,,,,,,,,,,,
1328,2655,2655,2655,5.00406360626221,5.00406360626221,5.00406360626221,3.79341316223145,3.79341316223145,3.79341316223145,3.38051295280457,3.38051295280457,3.38051295280457,3.31563472747803,3.31563472747803,3.31563472747803,3.31371188163757,3.31371188163757,3.31371188163757,,,,,,,,,,,,,,,,,,
1344,2687,2687,2687,4.9897518157959,4.9897518157959,4.9897518157959,3.78906607627869,3.78906607627869,3.78906607627869,3.37591361999512,3.37591361999512,3.37591361999512,3.3105092048645,3.3105092048645,3.3105092048645,3.3084819316864,3.3084819316864,3.3084819316864,,,,,,,,,,,,,,,,,,
1360,2719,2719,2719,4.95639944076538,4.95639944076538,4.95639944076538,3.77956628799438,3.77956628799438,3.77956628799438,3.37002778053284,3.37002778053284,3.37002778053284,3.30545735359192,3.30545735359192,3.30545735359192,3.30362749099731,3.30362749099731,3.30362749099731,,,,,,,,,,,,,,,,,,
1376,2751,2751,2751,4.9531307220459,4.9531307220459,4.9531307220459,3.77465295791626,3.77465295791626,3.77465295791626,3.36804842948914,3.36804842948914,3.36804842948914,3.3036744594574,3.3036744594574,3.3036744594574,3.30173873901367,3.30173873901367,3.30173873901367,,,,,,,,,,,,,,,,,,
1392,2783,2783,2783,4.94829797744751,4.94829797744751,4.94829797744751,3.76509737968445,3.76509737968445,3.76509737968445,3.35781288146973,3.35781288146973,3.35781288146973,3.29395008087158,3.29395008087158,3.29395008087158,3.29214191436768,3.29214191436768,3.29214191436768,,,,,,,,,,,,,,,,,,
1408,2815,2815,2815,4.93894863128662,4.93894863128662,4.93894863128662,3.76274967193604,3.76274967193604,3.76274967193604,3.35469150543213,3.35469150543213,3.35469150543213,3.29099893569946,3.29099893569946,3.29099893569946,3.28917169570923,3.28917169570923,3.28917169570923,,,,,,,,,,,,,,,,,,
1424,2847,2847,2847,4.9313907623291,4.9313907623291,4.9313907623291,3.74652504920959,3.74652504920959,3.74652504920959,3.34333658218384,3.34333658218384,3.34333658218384,3.28012585639954,3.28012585639954,3.28012585639954,3.27841210365295,3.27841210365295,3.27841210365295,,,,,,,,,,,,,,,,,,
1440,2879,2879,2879,4.91319751739502,4.91319751739502,4.91319751739502,3.73858904838562,3.73858904838562,3.73858904838562,3.33707237243652,3.33707237243652,3.33707237243652,3.27310752868652,3.27310752868652,3.27310752868652,3.27114582061768,3.27114582061768,3.27114582061768,,,,,,,,,,,,,,,,,,
1456,2911,2911,2911,4.90041065216064,4.90041065216064,4.90041065216064,3.73035168647766,3.73035168647766,3.73035168647766,3.33066868782043,3.33066868782043,3.33066868782043,3.26765084266663,3.26765084266663,3.26765084266663,3.26587915420532,3.26587915420532,"3.2658791542053223""1440",19,19,19,6.24059057235718,6.24059057235718,6.24059057235718,5.54665565490723,5.54665565490723,5.54665565490723,5.07339859008789,5.07339859008789,5.07339859008789,5.00455617904663,5.00455617904663,5.00455617904663,5.00577116012573,5.00577116012573,5.00577116012573
