optimizer_step,_step,_step__MIN,_step__MAX,global_grad_norm,global_grad_norm__MIN,global_grad_norm__MAX,,,,,,
357,713,713,713,0.996076583862305,0.996076583862305,0.996076583862305,,,,,,
358,715,715,715,0.750587999820709,0.750587999820709,0.750587999820709,,,,,,
359,717,717,717,0.809762239456177,0.809762239456177,0.809762239456177,,,,,,
360,719,719,719,0.909443199634552,0.909443199634552,0.909443199634552,,,,,,
361,721,721,721,0.862420797348023,0.862420797348023,0.862420797348023,,,,,,
362,723,723,723,0.904768645763397,0.904768645763397,0.904768645763397,,,,,,
363,725,725,725,0.869413316249847,0.869413316249847,0.869413316249847,,,,,,
364,727,727,727,0.829574942588806,0.829574942588806,0.829574942588806,,,,,,
365,729,729,729,0.888266623020172,0.888266623020172,0.888266623020172,,,,,,
366,731,731,731,0.882642090320587,0.882642090320587,0.882642090320587,,,,,,
367,733,733,733,0.833185911178589,0.833185911178589,0.833185911178589,,,,,,
368,735,735,735,0.853631973266602,0.853631973266602,0.853631973266602,,,,,,
369,737,737,737,0.727142751216888,0.727142751216888,0.727142751216888,,,,,,
370,739,739,739,0.815669178962708,0.815669178962708,0.815669178962708,,,,,,
371,741,741,741,0.932521164417267,0.932521164417267,0.932521164417267,,,,,,
372,743,743,743,0.959572553634644,0.959572553634644,0.959572553634644,,,,,,
373,745,745,745,0.857209146022797,0.857209146022797,0.857209146022797,,,,,,
374,747,747,747,0.878066778182983,0.878066778182983,0.878066778182983,,,,,,
375,749,749,749,0.773928105831146,0.773928105831146,0.773928105831146,,,,,,
376,751,751,751,0.898394227027893,0.898394227027893,0.898394227027893,,,,,,
377,753,753,753,1.00024235248566,1.00024235248566,1.00024235248566,,,,,,
378,755,755,755,0.909670829772949,0.909670829772949,0.909670829772949,,,,,,
379,757,757,757,0.767608165740967,0.767608165740967,0.767608165740967,,,,,,
380,759,759,759,0.857642531394959,0.857642531394959,0.857642531394959,,,,,,
381,761,761,761,0.864468693733215,0.864468693733215,0.864468693733215,,,,,,
382,763,763,763,0.679226994514465,0.679226994514465,0.679226994514465,,,,,,
383,765,765,765,0.702249050140381,0.702249050140381,0.702249050140381,,,,,,
384,767,767,767,0.702291369438171,0.702291369438171,0.702291369438171,,,,,,
385,769,769,769,0.873541116714478,0.873541116714478,0.873541116714478,,,,,,
386,771,771,771,0.887092113494873,0.887092113494873,0.887092113494873,,,,,,
387,773,773,773,0.67892462015152,0.67892462015152,0.67892462015152,,,,,,
388,775,775,775,0.705880999565125,0.705880999565125,0.705880999565125,,,,,,
389,777,777,777,0.786103188991547,0.786103188991547,0.786103188991547,,,,,,
390,779,779,779,0.714692890644074,0.714692890644074,0.714692890644074,,,,,,
391,781,781,781,0.777718663215637,0.777718663215637,0.777718663215637,,,,,,
392,783,783,783,0.699399292469025,0.699399292469025,0.699399292469025,,,,,,
393,785,785,785,0.843348324298859,0.843348324298859,0.843348324298859,,,,,,
394,787,787,787,0.836272060871124,0.836272060871124,0.836272060871124,,,,,,
395,789,789,789,0.803401350975037,0.803401350975037,0.803401350975037,,,,,,
396,791,791,791,0.814226388931274,0.814226388931274,0.814226388931274,,,,,,
397,793,793,793,0.898135423660278,0.898135423660278,0.898135423660278,,,,,,
398,795,795,795,0.904959261417389,0.904959261417389,0.904959261417389,,,,,,
399,797,797,797,0.840030431747437,0.840030431747437,0.840030431747437,,,,,,
400,799,799,799,0.770111739635468,0.770111739635468,0.770111739635468,,,,,,
401,801,801,801,0.955955624580383,0.955955624580383,0.955955624580383,,,,,,
402,803,803,803,0.899709820747376,0.899709820747376,0.899709820747376,,,,,,
403,805,805,805,0.848276555538178,0.848276555538178,0.848276555538178,,,,,,
404,807,807,807,0.947410464286804,0.947410464286804,0.947410464286804,,,,,,
405,809,809,809,0.7600417137146,0.7600417137146,0.7600417137146,,,,,,
406,811,811,811,0.770737767219544,0.770737767219544,0.770737767219544,,,,,,
407,813,813,813,0.855545520782471,0.855545520782471,0.855545520782471,,,,,,
408,815,815,815,0.752175033092499,0.752175033092499,0.752175033092499,,,,,,
409,817,817,817,0.826799869537354,0.826799869537354,0.826799869537354,,,,,,
410,819,819,819,1.08174157142639,1.08174157142639,1.08174157142639,,,,,,
411,821,821,821,0.918016731739044,0.918016731739044,0.918016731739044,,,,,,
412,823,823,823,0.792480409145355,0.792480409145355,0.792480409145355,,,,,,
413,825,825,825,0.786921501159668,0.786921501159668,0.786921501159668,,,,,,
414,827,827,827,0.658923387527466,0.658923387527466,0.658923387527466,,,,,,
415,829,829,829,0.710561096668243,0.710561096668243,0.710561096668243,,,,,,
416,831,831,831,0.712222754955292,0.712222754955292,0.712222754955292,,,,,,
417,833,833,833,0.784205317497253,0.784205317497253,0.784205317497253,,,,,,
418,835,835,835,0.759467005729675,0.759467005729675,0.759467005729675,,,,,,
419,837,837,837,0.736216187477112,0.736216187477112,0.736216187477112,,,,,,
420,839,839,839,0.726842045783997,0.726842045783997,0.726842045783997,,,,,,
421,841,841,841,0.807693243026733,0.807693243026733,0.807693243026733,,,,,,
422,843,843,843,0.802861511707306,0.802861511707306,0.802861511707306,,,,,,
423,845,845,845,0.945757389068604,0.945757389068604,0.945757389068604,,,,,,
424,847,847,847,1.1981760263443,1.1981760263443,1.1981760263443,,,,,,
425,849,849,849,0.925325512886047,0.925325512886047,0.925325512886047,,,,,,
426,851,851,851,0.974816858768463,0.974816858768463,0.974816858768463,,,,,,
427,853,853,853,0.996225535869598,0.996225535869598,0.996225535869598,,,,,,
428,855,855,855,0.745163440704346,0.745163440704346,0.745163440704346,,,,,,
429,857,857,857,0.931365787982941,0.931365787982941,0.931365787982941,,,,,,
430,859,859,859,0.872450947761536,0.872450947761536,0.872450947761536,,,,,,
431,861,861,861,0.921406805515289,0.921406805515289,0.921406805515289,,,,,,
432,863,863,863,0.920673787593842,0.920673787593842,0.920673787593842,,,,,,
433,865,865,865,0.816626965999603,0.816626965999603,0.816626965999603,,,,,,
434,867,867,867,0.818840622901917,0.818840622901917,0.818840622901917,,,,,,
435,869,869,869,0.894125163555145,0.894125163555145,0.894125163555145,,,,,,
436,871,871,871,0.956750214099884,0.956750214099884,0.956750214099884,,,,,,
437,873,873,873,0.906552672386169,0.906552672386169,0.906552672386169,,,,,,
438,875,875,875,0.794587671756744,0.794587671756744,0.794587671756744,,,,,,
439,877,877,877,0.801428318023682,0.801428318023682,0.801428318023682,,,,,,
440,879,879,879,0.707090437412262,0.707090437412262,0.707090437412262,,,,,,
441,881,881,881,0.759666562080383,0.759666562080383,0.759666562080383,,,,,,
442,883,883,883,0.68937224149704,0.68937224149704,0.68937224149704,,,,,,
443,885,885,885,0.699344635009766,0.699344635009766,0.699344635009766,,,,,,
444,887,887,887,0.732427358627319,0.732427358627319,0.732427358627319,,,,,,
445,889,889,889,0.891684472560883,0.891684472560883,0.891684472560883,,,,,,
446,891,891,891,1.04393863677979,1.04393863677979,1.04393863677979,,,,,,
447,893,893,893,0.95495730638504,0.95495730638504,0.95495730638504,,,,,,
448,895,895,895,0.736546099185944,0.736546099185944,0.736546099185944,,,,,,
449,897,897,897,0.775285065174103,0.775285065174103,0.775285065174103,,,,,,
450,899,899,899,0.777649521827698,0.777649521827698,0.777649521827698,,,,,,
451,901,901,901,0.922705769538879,0.922705769538879,0.922705769538879,,,,,,
452,903,903,903,0.932948648929596,0.932948648929596,0.932948648929596,,,,,,
453,905,905,905,0.869850754737854,0.869850754737854,0.869850754737854,,,,,,
454,907,907,907,1.07004737854004,1.07004737854004,1.07004737854004,,,,,,
455,909,909,909,0.881622850894928,0.881622850894928,0.881622850894928,,,,,,
456,911,911,911,0.886316299438477,0.886316299438477,0.886316299438477,,,,,,
457,913,913,913,0.917749047279358,0.917749047279358,0.917749047279358,,,,,,
458,915,915,915,0.870288252830505,0.870288252830505,0.870288252830505,,,,,,
459,917,917,917,0.859723448753357,0.859723448753357,0.859723448753357,,,,,,
460,919,919,919,0.816559314727783,0.816559314727783,0.816559314727783,,,,,,
461,921,921,921,0.938046634197235,0.938046634197235,0.938046634197235,,,,,,
462,923,923,923,0.901102602481842,0.901102602481842,0.901102602481842,,,,,,
463,925,925,925,0.808175384998322,0.808175384998322,0.808175384998322,,,,,,
464,927,927,927,0.730551421642304,0.730551421642304,0.730551421642304,,,,,,
465,929,929,929,0.837531685829163,0.837531685829163,0.837531685829163,,,,,,
466,931,931,931,0.916404128074646,0.916404128074646,0.916404128074646,,,,,,
467,933,933,933,0.935616433620453,0.935616433620453,0.935616433620453,,,,,,
468,935,935,935,0.789454936981201,0.789454936981201,0.789454936981201,,,,,,
469,937,937,937,0.85502827167511,0.85502827167511,0.85502827167511,,,,,,
470,939,939,939,1.00824093818665,1.00824093818665,1.00824093818665,,,,,,
471,941,941,941,0.870621979236603,0.870621979236603,0.870621979236603,,,,,,
472,943,943,943,0.705149173736572,0.705149173736572,0.705149173736572,,,,,,
473,945,945,945,0.759306311607361,0.759306311607361,0.759306311607361,,,,,,
474,947,947,947,0.771254658699036,0.771254658699036,0.771254658699036,,,,,,
475,949,949,949,0.808142244815826,0.808142244815826,0.808142244815826,,,,,,
476,951,951,951,0.907393157482147,0.907393157482147,0.907393157482147,,,,,,
477,953,953,953,1.00497817993164,1.00497817993164,1.00497817993164,,,,,,
478,955,955,955,0.808347463607788,0.808347463607788,0.808347463607788,,,,,,
479,957,957,957,0.809261798858643,0.809261798858643,0.809261798858643,,,,,,
480,959,959,959,0.877188980579376,0.877188980579376,0.877188980579376,,,,,,
481,961,961,961,0.860912799835205,0.860912799835205,0.860912799835205,,,,,,
482,963,963,963,0.867321252822876,0.867321252822876,0.867321252822876,,,,,,
483,965,965,965,0.710974335670471,0.710974335670471,0.710974335670471,,,,,,
484,967,967,967,0.680921256542206,0.680921256542206,0.680921256542206,,,,,,
485,969,969,969,0.729182958602905,0.729182958602905,0.729182958602905,,,,,,
486,971,971,971,0.787050426006317,0.787050426006317,0.787050426006317,,,,,,
487,973,973,973,0.781521439552307,0.781521439552307,0.781521439552307,,,,,,
488,975,975,975,0.748688280582428,0.748688280582428,0.748688280582428,,,,,,
489,977,977,977,0.790668547153473,0.790668547153473,0.790668547153473,,,,,,
490,979,979,979,0.696210265159607,0.696210265159607,0.696210265159607,,,,,,
491,981,981,981,0.738236129283905,0.738236129283905,0.738236129283905,,,,,,
492,983,983,983,0.702479243278503,0.702479243278503,0.702479243278503,,,,,,
493,985,985,985,0.818444013595581,0.818444013595581,0.818444013595581,,,,,,
494,987,987,987,0.887120068073273,0.887120068073273,0.887120068073273,,,,,,
495,989,989,989,0.945177435874939,0.945177435874939,0.945177435874939,,,,,,
496,991,991,991,0.723764002323151,0.723764002323151,0.723764002323151,,,,,,
497,993,993,993,1.03664338588715,1.03664338588715,1.03664338588715,,,,,,
498,995,995,995,0.682416260242462,0.682416260242462,0.682416260242462,,,,,,
499,997,997,997,0.96086996793747,0.96086996793747,0.96086996793747,,,,,,
500,999,999,999,0.680383265018463,0.680383265018463,0.680383265018463,,,,,,
501,1001,1001,1001,0.896846532821655,0.896846532821655,0.896846532821655,,,,,,
502,1003,1003,1003,0.783766329288483,0.783766329288483,0.783766329288483,,,,,,
503,1005,1005,1005,1.01377630233765,1.01377630233765,1.01377630233765,,,,,,
504,1007,1007,1007,0.907710433006287,0.907710433006287,0.907710433006287,,,,,,
505,1009,1009,1009,0.886981248855591,0.886981248855591,0.886981248855591,,,,,,
506,1011,1011,1011,0.916301190853119,0.916301190853119,0.916301190853119,,,,,,
507,1013,1013,1013,0.971854984760284,0.971854984760284,0.971854984760284,,,,,,
508,1015,1015,1015,0.818808138370514,0.818808138370514,0.818808138370514,,,,,,
509,1017,1017,1017,0.860654354095459,0.860654354095459,0.860654354095459,,,,,,
510,1019,1019,1019,0.902118265628815,0.902118265628815,0.902118265628815,,,,,,
511,1021,1021,1021,0.917841255664825,0.917841255664825,0.917841255664825,,,,,,
512,1023,1023,1023,0.877632141113281,0.877632141113281,0.877632141113281,,,,,,
513,1025,1025,1025,0.768490254878998,0.768490254878998,0.768490254878998,,,,,,
514,1027,1027,1027,0.795203030109406,0.795203030109406,0.795203030109406,,,,,,
515,1029,1029,1029,0.788016498088837,0.788016498088837,0.788016498088837,,,,,,
516,1031,1031,1031,0.713713943958283,0.713713943958283,0.713713943958283,,,,,,
517,1033,1033,1033,0.852320432662964,0.852320432662964,0.852320432662964,,,,,,
518,1035,1035,1035,0.893254458904266,0.893254458904266,0.893254458904266,,,,,,
519,1037,1037,1037,1.01936197280884,1.01936197280884,1.01936197280884,,,,,,
520,1039,1039,1039,0.929888069629669,0.929888069629669,0.929888069629669,,,,,,
521,1041,1041,1041,0.830789804458618,0.830789804458618,0.830789804458618,,,,,,
522,1043,1043,1043,0.792406022548676,0.792406022548676,0.792406022548676,,,,,,
523,1045,1045,1045,1.03388643264771,1.03388643264771,1.03388643264771,,,,,,
524,1047,1047,1047,1.00499534606934,1.00499534606934,1.00499534606934,,,,,,
525,1049,1049,1049,0.80759608745575,0.80759608745575,0.80759608745575,,,,,,
526,1051,1051,1051,0.733859121799469,0.733859121799469,0.733859121799469,,,,,,
527,1053,1053,1053,0.741853356361389,0.741853356361389,0.741853356361389,,,,,,
528,1055,1055,1055,0.815460741519928,0.815460741519928,0.815460741519928,,,,,,
529,1057,1057,1057,0.7039794921875,0.7039794921875,0.7039794921875,,,,,,
530,1059,1059,1059,0.729221105575562,0.729221105575562,0.729221105575562,,,,,,
531,1061,1061,1061,0.738350570201874,0.738350570201874,0.738350570201874,,,,,,
532,1063,1063,1063,0.672235786914825,0.672235786914825,0.672235786914825,,,,,,
533,1065,1065,1065,0.661707699298859,0.661707699298859,0.661707699298859,,,,,,
534,1067,1067,1067,0.774400532245636,0.774400532245636,0.774400532245636,,,,,,
535,1069,1069,1069,0.984208643436432,0.984208643436432,0.984208643436432,,,,,,
536,1071,1071,1071,0.988080680370331,0.988080680370331,0.988080680370331,,,,,,
537,1073,1073,1073,0.951735317707062,0.951735317707062,0.951735317707062,,,,,,
538,1075,1075,1075,0.920450091362,0.920450091362,0.920450091362,,,,,,
539,1077,1077,1077,0.741930902004242,0.741930902004242,0.741930902004242,,,,,,
540,1079,1079,1079,0.72410774230957,0.72410774230957,0.72410774230957,,,,,,
541,1081,1081,1081,0.902898728847504,0.902898728847504,0.902898728847504,,,,,,
542,1083,1083,1083,0.894164383411408,0.894164383411408,0.894164383411408,,,,,,
543,1085,1085,1085,0.90977668762207,0.90977668762207,0.90977668762207,,,,,,
544,1087,1087,1087,0.938978314399719,0.938978314399719,0.938978314399719,,,,,,
545,1089,1089,1089,0.897664844989777,0.897664844989777,0.897664844989777,,,,,,
546,1091,1091,1091,0.853361248970032,0.853361248970032,0.853361248970032,,,,,,
547,1093,1093,1093,0.822953999042511,0.822953999042511,0.822953999042511,,,,,,
548,1095,1095,1095,0.944888830184937,0.944888830184937,0.944888830184937,,,,,,
549,1097,1097,1097,0.818875312805176,0.818875312805176,0.818875312805176,,,,,,
550,1099,1099,1099,0.898708522319794,0.898708522319794,0.898708522319794,,,,,,
551,1101,1101,1101,0.886704683303833,0.886704683303833,0.886704683303833,,,,,,
552,1103,1103,1103,0.865268051624298,0.865268051624298,0.865268051624298,,,,,,
553,1105,1105,1105,0.887544631958008,0.887544631958008,0.887544631958008,,,,,,
554,1107,1107,1107,0.890957236289978,0.890957236289978,0.890957236289978,,,,,,
555,1109,1109,1109,0.715182542800903,0.715182542800903,0.715182542800903,,,,,,
556,1111,1111,1111,0.764446258544922,0.764446258544922,0.764446258544922,,,,,,
557,1113,1113,1113,0.703246772289276,0.703246772289276,0.703246772289276,,,,,,
558,1115,1115,1115,0.786809921264648,0.786809921264648,0.786809921264648,,,,,,
559,1117,1117,1117,0.748459279537201,0.748459279537201,0.748459279537201,,,,,,
560,1119,1119,1119,0.727926313877106,0.727926313877106,0.727926313877106,,,,,,
561,1121,1121,1121,0.836324095726013,0.836324095726013,0.836324095726013,,,,,,
562,1123,1123,1123,0.987054288387299,0.987054288387299,0.987054288387299,,,,,,
563,1125,1125,1125,0.857742547988892,0.857742547988892,0.857742547988892,,,,,,
564,1127,1127,1127,0.779740333557129,0.779740333557129,0.779740333557129,,,,,,
565,1129,1129,1129,0.885920643806458,0.885920643806458,0.885920643806458,,,,,,
566,1131,1131,1131,0.8904789686203,0.8904789686203,0.8904789686203,,,,,,
567,1133,1133,1133,0.763313412666321,0.763313412666321,0.763313412666321,,,,,,
568,1135,1135,1135,0.778462469577789,0.778462469577789,0.778462469577789,,,,,,
569,1137,1137,1137,0.90916907787323,0.90916907787323,0.90916907787323,,,,,,
570,1139,1139,1139,1.06510353088379,1.06510353088379,1.06510353088379,,,,,,
571,1141,1141,1141,0.665803492069244,0.665803492069244,0.665803492069244,,,,,,
572,1143,1143,1143,0.865035474300385,0.865035474300385,0.865035474300385,,,,,,
573,1145,1145,1145,0.703734219074249,0.703734219074249,0.703734219074249,,,,,,
574,1147,1147,1147,0.801745891571045,0.801745891571045,0.801745891571045,,,,,,
575,1149,1149,1149,0.735685348510742,0.735685348510742,0.735685348510742,,,,,,
576,1151,1151,1151,0.850457966327667,0.850457966327667,0.850457966327667,,,,,,
577,1153,1153,1153,0.791496157646179,0.791496157646179,0.791496157646179,,,,,,
578,1155,1155,1155,0.768790364265442,0.768790364265442,0.768790364265442,,,,,,
579,1157,1157,1157,0.727088510990143,0.727088510990143,0.727088510990143,,,,,,
580,1159,1159,1159,0.795472860336304,0.795472860336304,0.795472860336304,,,,,,
581,1161,1161,1161,0.886155784130096,0.886155784130096,0.886155784130096,,,,,,
582,1163,1163,1163,0.915853023529053,0.915853023529053,0.915853023529053,,,,,,
583,1165,1165,1165,0.859326839447022,0.859326839447022,0.859326839447022,,,,,,
584,1167,1167,1167,0.799737751483917,0.799737751483917,0.799737751483917,,,,,,
585,1169,1169,1169,0.739491820335388,0.739491820335388,0.739491820335388,,,,,,
586,1171,1171,1171,0.706894874572754,0.706894874572754,0.706894874572754,,,,,,
587,1173,1173,1173,0.73703807592392,0.73703807592392,0.73703807592392,,,,,,
588,1175,1175,1175,0.712804019451141,0.712804019451141,0.712804019451141,,,,,,
589,1177,1177,1177,0.807259440422058,0.807259440422058,0.807259440422058,,,,,,
590,1179,1179,1179,0.812298655509949,0.812298655509949,0.812298655509949,,,,,,
591,1181,1181,1181,0.79689621925354,0.79689621925354,0.79689621925354,,,,,,
592,1183,1183,1183,0.778378844261169,0.778378844261169,0.778378844261169,,,,,,
593,1185,1185,1185,0.809445440769196,0.809445440769196,0.809445440769196,,,,,,
594,1187,1187,1187,0.820758283138275,0.820758283138275,0.820758283138275,,,,,,
595,1189,1189,1189,0.726690769195557,0.726690769195557,0.726690769195557,,,,,,
596,1191,1191,1191,0.811213374137878,0.811213374137878,0.811213374137878,,,,,,
597,1193,1193,1193,0.972738325595856,0.972738325595856,0.972738325595856,,,,,,
598,1195,1195,1195,1.02273857593536,1.02273857593536,1.02273857593536,,,,,,
599,1197,1197,1197,0.793489873409271,0.793489873409271,0.793489873409271,,,,,,
600,1199,1199,1199,0.750722467899323,0.750722467899323,0.750722467899323,,,,,,
601,1201,1201,1201,0.937126696109772,0.937126696109772,0.937126696109772,,,,,,
602,1203,1203,1203,0.732229769229889,0.732229769229889,0.732229769229889,,,,,,
603,1205,1205,1205,0.768271923065186,0.768271923065186,0.768271923065186,,,,,,
604,1207,1207,1207,0.795238733291626,0.795238733291626,0.795238733291626,,,,,,
605,1209,1209,1209,0.785210609436035,0.785210609436035,0.785210609436035,,,,,,
606,1211,1211,1211,0.704102098941803,0.704102098941803,0.704102098941803,,,,,,
607,1213,1213,1213,0.682002902030945,0.682002902030945,0.682002902030945,,,,,,
608,1215,1215,1215,0.817544519901276,0.817544519901276,0.817544519901276,,,,,,
609,1217,1217,1217,0.940938293933868,0.940938293933868,0.940938293933868,,,,,,
610,1219,1219,1219,0.946342170238495,0.946342170238495,0.946342170238495,,,,,,
611,1221,1221,1221,0.806257128715515,0.806257128715515,0.806257128715515,,,,,,
612,1223,1223,1223,0.830932915210724,0.830932915210724,0.830932915210724,,,,,,
613,1225,1225,1225,0.790296077728272,0.790296077728272,0.790296077728272,,,,,,
614,1227,1227,1227,0.897122263908386,0.897122263908386,0.897122263908386,,,,,,
615,1229,1229,1229,0.857276499271393,0.857276499271393,0.857276499271393,,,,,,
616,1231,1231,1231,0.815542757511139,0.815542757511139,0.815542757511139,,,,,,
617,1233,1233,1233,0.789391994476318,0.789391994476318,0.789391994476318,,,,,,
618,1235,1235,1235,0.743052542209625,0.743052542209625,0.743052542209625,,,,,,
619,1237,1237,1237,0.616223216056824,0.616223216056824,0.616223216056824,,,,,,
620,1239,1239,1239,0.60300475358963,0.60300475358963,0.60300475358963,,,,,,
621,1241,1241,1241,0.688785254955292,0.688785254955292,0.688785254955292,,,,,,
622,1243,1243,1243,0.621343553066254,0.621343553066254,0.621343553066254,,,,,,
623,1245,1245,1245,0.775100827217102,0.775100827217102,0.775100827217102,,,,,,
624,1247,1247,1247,0.848680138587952,0.848680138587952,0.848680138587952,,,,,,
625,1249,1249,1249,0.811742842197418,0.811742842197418,0.811742842197418,,,,,,
626,1251,1251,1251,0.7693230509758,0.7693230509758,0.7693230509758,,,,,,
627,1253,1253,1253,0.727024257183075,0.727024257183075,0.727024257183075,,,,,,
628,1255,1255,1255,0.847187936306,0.847187936306,0.847187936306,,,,,,
629,1257,1257,1257,0.965790390968323,0.965790390968323,0.965790390968323,,,,,,
630,1259,1259,1259,0.982223570346832,0.982223570346832,0.982223570346832,,,,,,
631,1261,1261,1261,0.792168259620667,0.792168259620667,0.792168259620667,,,,,,
632,1263,1263,1263,0.745689332485199,0.745689332485199,0.745689332485199,,,,,,
633,1265,1265,1265,0.799496412277222,0.799496412277222,0.799496412277222,,,,,,
634,1267,1267,1267,0.827425003051758,0.827425003051758,0.827425003051758,,,,,,
635,1269,1269,1269,0.81533694267273,0.81533694267273,0.81533694267273,,,,,,
636,1271,1271,1271,0.814530670642853,0.814530670642853,0.814530670642853,,,,,,
637,1273,1273,1273,0.782264113426209,0.782264113426209,0.782264113426209,,,,,,
638,1275,1275,1275,0.837071001529694,0.837071001529694,0.837071001529694,,,,,,
639,1277,1277,1277,0.774807572364807,0.774807572364807,0.774807572364807,,,,,,
640,1279,1279,1279,0.747599303722382,0.747599303722382,0.747599303722382,,,,,,
641,1281,1281,1281,0.787734568119049,0.787734568119049,0.787734568119049,,,,,,
642,1283,1283,1283,0.794572293758392,0.794572293758392,0.794572293758392,,,,,,
643,1285,1285,1285,0.672020018100739,0.672020018100739,0.672020018100739,,,,,,
644,1287,1287,1287,0.590537071228027,0.590537071228027,0.590537071228027,,,,,,
645,1289,1289,1289,0.693615674972534,0.693615674972534,0.693615674972534,,,,,,
646,1291,1291,1291,0.7081179022789,0.7081179022789,0.7081179022789,,,,,,
647,1293,1293,1293,0.760266482830048,0.760266482830048,0.760266482830048,,,,,,
648,1295,1295,1295,0.940618753433228,0.940618753433228,0.940618753433228,,,,,,
649,1297,1297,1297,0.858704805374146,0.858704805374146,0.858704805374146,,,,,,
650,1299,1299,1299,0.805172681808472,0.805172681808472,0.805172681808472,,,,,,
651,1301,1301,1301,0.829092800617218,0.829092800617218,0.829092800617218,,,,,,
652,1303,1303,1303,0.875184118747711,0.875184118747711,0.875184118747711,,,,,,
653,1305,1305,1305,0.903266906738281,0.903266906738281,0.903266906738281,,,,,,
654,1307,1307,1307,0.857026636600494,0.857026636600494,0.857026636600494,,,,,,
655,1309,1309,1309,0.768410623073578,0.768410623073578,0.768410623073578,,,,,,
656,1311,1311,1311,0.793104112148285,0.793104112148285,0.793104112148285,,,,,,
657,1313,1313,1313,0.755189597606659,0.755189597606659,0.755189597606659,,,,,,
658,1315,1315,1315,0.768816530704498,0.768816530704498,0.768816530704498,,,,,,
659,1317,1317,1317,0.894769847393036,0.894769847393036,0.894769847393036,,,,,,
660,1319,1319,1319,0.797705769538879,0.797705769538879,0.797705769538879,,,,,,
661,1321,1321,1321,0.747794270515442,0.747794270515442,0.747794270515442,,,,,,
662,1323,1323,1323,0.872549295425415,0.872549295425415,0.872549295425415,,,,,,
663,1325,1325,1325,0.693968713283539,0.693968713283539,0.693968713283539,,,,,,
664,1327,1327,1327,0.8463214635849,0.8463214635849,0.8463214635849,,,,,,
665,1329,1329,1329,0.822129964828491,0.822129964828491,0.822129964828491,,,,,,
666,1331,1331,1331,0.838598012924194,0.838598012924194,0.838598012924194,,,,,,
667,1333,1333,1333,0.851651191711426,0.851651191711426,0.851651191711426,,,,,,
668,1335,1335,1335,0.85451078414917,0.85451078414917,0.85451078414917,,,,,,
669,1337,1337,1337,0.743070542812347,0.743070542812347,0.743070542812347,,,,,,
670,1339,1339,1339,0.71560138463974,0.71560138463974,0.71560138463974,,,,,,
671,1341,1341,1341,0.750016272068024,0.750016272068024,0.750016272068024,,,,,,
672,1343,1343,1343,0.779727339744568,0.779727339744568,0.779727339744568,,,,,,
673,1345,1345,1345,0.978686153888702,0.978686153888702,0.978686153888702,,,,,,
674,1347,1347,1347,0.940967082977295,0.940967082977295,0.940967082977295,,,,,,
675,1349,1349,1349,0.765175461769104,0.765175461769104,0.765175461769104,,,,,,
676,1351,1351,1351,0.851251602172852,0.851251602172852,0.851251602172852,,,,,,
677,1353,1353,1353,0.736518979072571,0.736518979072571,0.736518979072571,,,,,,
678,1355,1355,1355,0.740965604782105,0.740965604782105,0.740965604782105,,,,,,
679,1357,1357,1357,0.688963890075684,0.688963890075684,0.688963890075684,,,,,,
680,1359,1359,1359,0.629351794719696,0.629351794719696,0.629351794719696,,,,,,
681,1361,1361,1361,0.689671635627747,0.689671635627747,0.689671635627747,,,,,,
682,1363,1363,1363,0.737561464309692,0.737561464309692,0.737561464309692,,,,,,
683,1365,1365,1365,0.739147126674652,0.739147126674652,0.739147126674652,,,,,,
684,1367,1367,1367,0.704971134662628,0.704971134662628,0.704971134662628,,,,,,
685,1369,1369,1369,0.813090264797211,0.813090264797211,0.813090264797211,,,,,,
686,1371,1371,1371,0.829233229160309,0.829233229160309,0.829233229160309,,,,,,
687,1373,1373,1373,0.838733732700348,0.838733732700348,0.838733732700348,,,,,,
688,1375,1375,1375,0.887054324150085,0.887054324150085,0.887054324150085,,,,,,
689,1377,1377,1377,0.695800364017487,0.695800364017487,0.695800364017487,,,,,,
690,1379,1379,1379,0.852143108844757,0.852143108844757,0.852143108844757,,,,,,
691,1381,1381,1381,0.830228626728058,0.830228626728058,0.830228626728058,,,,,,
692,1383,1383,1383,0.745946407318115,0.745946407318115,0.745946407318115,,,,,,
693,1385,1385,1385,0.788415908813477,0.788415908813477,0.788415908813477,,,,,,
694,1387,1387,1387,0.750932037830353,0.750932037830353,0.750932037830353,,,,,,
695,1389,1389,1389,0.749535918235779,0.749535918235779,0.749535918235779,,,,,,
696,1391,1391,1391,0.79414975643158,0.79414975643158,0.79414975643158,,,,,,
697,1393,1393,1393,0.831278920173645,0.831278920173645,0.831278920173645,,,,,,
698,1395,1395,1395,0.882659256458283,0.882659256458283,0.882659256458283,,,,,,
699,1397,1397,1397,1.0644246339798,1.0644246339798,1.0644246339798,,,,,,
700,1399,1399,1399,0.725913166999817,0.725913166999817,0.725913166999817,,,,,,
701,1401,1401,1401,0.695056259632111,0.695056259632111,0.695056259632111,,,,,,
702,1403,1403,1403,0.804973661899567,0.804973661899567,0.804973661899567,,,,,,
703,1405,1405,1405,0.778159141540527,0.778159141540527,0.778159141540527,,,,,,
704,1407,1407,1407,0.758015096187592,0.758015096187592,0.758015096187592,,,,,,
705,1409,1409,1409,0.836943030357361,0.836943030357361,0.836943030357361,,,,,,
706,1411,1411,1411,0.744117140769959,0.744117140769959,0.744117140769959,,,,,,
