"optimizer_step","recur1b-mig-212 - _step","recur1b-mig-212 - _step__MIN","recur1b-mig-212 - _step__MAX","recur1b-mig-212 - word_embed_l2_param_norm","recur1b-mig-212 - word_embed_l2_param_norm__MIN","recur1b-mig-212 - word_embed_l2_param_norm__MAX"
"389","777","777","777","132.55519104003906","132.55519104003906","132.55519104003906"
"390","779","779","779","132.58985900878906","132.58985900878906","132.58985900878906"
"391","781","781","781","132.6244354248047","132.6244354248047","132.6244354248047"
"392","783","783","783","132.65911865234375","132.65911865234375","132.65911865234375"
"393","785","785","785","132.6932830810547","132.6932830810547","132.6932830810547"
"394","787","787","787","132.7288360595703","132.7288360595703","132.7288360595703"
"395","789","789","789","132.76321411132812","132.76321411132812","132.76321411132812"
"396","791","791","791","132.7978973388672","132.7978973388672","132.7978973388672"
"397","793","793","793","132.8319091796875","132.8319091796875","132.8319091796875"
"398","795","795","795","132.86697387695312","132.86697387695312","132.86697387695312"
"399","797","797","797","132.90077209472656","132.90077209472656","132.90077209472656"
"400","799","799","799","132.93531799316406","132.93531799316406","132.93531799316406"
"401","801","801","801","132.96954345703125","132.96954345703125","132.96954345703125"
"402","803","803","803","133.00421142578125","133.00421142578125","133.00421142578125"
"403","805","805","805","133.0379180908203","133.0379180908203","133.0379180908203"
"404","807","807","807","133.0717010498047","133.0717010498047","133.0717010498047"
"405","809","809","809","133.10623168945312","133.10623168945312","133.10623168945312"
"406","811","811","811","133.1397247314453","133.1397247314453","133.1397247314453"
"407","813","813","813","133.1734619140625","133.1734619140625","133.1734619140625"
"408","815","815","815","133.2064666748047","133.2064666748047","133.2064666748047"
"409","817","817","817","133.2406463623047","133.2406463623047","133.2406463623047"
"410","819","819","819","133.27322387695312","133.27322387695312","133.27322387695312"
"411","821","821","821","133.30686950683594","133.30686950683594","133.30686950683594"
"412","823","823","823","133.33969116210938","133.33969116210938","133.33969116210938"
"413","825","825","825","133.3733673095703","133.3733673095703","133.3733673095703"
"414","827","827","827","133.40650939941406","133.40650939941406","133.40650939941406"
"415","829","829","829","133.4392852783203","133.4392852783203","133.4392852783203"
"416","831","831","831","133.47256469726562","133.47256469726562","133.47256469726562"
"417","833","833","833","133.50558471679688","133.50558471679688","133.50558471679688"
"418","835","835","835","133.53848266601562","133.53848266601562","133.53848266601562"
"419","837","837","837","133.5718536376953","133.5718536376953","133.5718536376953"
"420","839","839","839","133.60467529296875","133.60467529296875","133.60467529296875"
"421","841","841","841","133.63845825195312","133.63845825195312","133.63845825195312"
"422","843","843","843","133.67221069335938","133.67221069335938","133.67221069335938"
"423","845","845","845","133.70506286621094","133.70506286621094","133.70506286621094"
"424","847","847","847","133.73841857910156","133.73841857910156","133.73841857910156"
"425","849","849","849","133.7705078125","133.7705078125","133.7705078125"
"426","851","851","851","133.80288696289062","133.80288696289062","133.80288696289062"
"427","853","853","853","133.83615112304688","133.83615112304688","133.83615112304688"
"428","855","855","855","133.8683319091797","133.8683319091797","133.8683319091797"
"429","857","857","857","133.90052795410156","133.90052795410156","133.90052795410156"
"430","859","859","859","133.9328155517578","133.9328155517578","133.9328155517578"
"431","861","861","861","133.96588134765625","133.96588134765625","133.96588134765625"
"432","863","863","863","133.9982452392578","133.9982452392578","133.9982452392578"
"433","865","865","865","134.03016662597656","134.03016662597656","134.03016662597656"
"434","867","867","867","134.06179809570312","134.06179809570312","134.06179809570312"
"435","869","869","869","134.0946044921875","134.0946044921875","134.0946044921875"
"436","871","871","871","134.1264190673828","134.1264190673828","134.1264190673828"
"437","873","873","873","134.15931701660156","134.15931701660156","134.15931701660156"
"438","875","875","875","134.19129943847656","134.19129943847656","134.19129943847656"
"439","877","877","877","134.22369384765625","134.22369384765625","134.22369384765625"
"440","879","879","879","134.25588989257812","134.25588989257812","134.25588989257812"
"441","881","881","881","134.28817749023438","134.28817749023438","134.28817749023438"
"442","883","883","883","134.32012939453125","134.32012939453125","134.32012939453125"
"443","885","885","885","134.3523712158203","134.3523712158203","134.3523712158203"
"444","887","887","887","134.384765625","134.384765625","134.384765625"
"445","889","889","889","134.4165802001953","134.4165802001953","134.4165802001953"
"446","891","891","891","134.44918823242188","134.44918823242188","134.44918823242188"
"447","893","893","893","134.48086547851562","134.48086547851562","134.48086547851562"
"448","895","895","895","134.51318359375","134.51318359375","134.51318359375"
"449","897","897","897","134.54518127441406","134.54518127441406","134.54518127441406"
"450","899","899","899","134.5771942138672","134.5771942138672","134.5771942138672"
"451","901","901","901","134.60980224609375","134.60980224609375","134.60980224609375"
"452","903","903","903","134.64105224609375","134.64105224609375","134.64105224609375"
"453","905","905","905","134.6733856201172","134.6733856201172","134.6733856201172"
"454","907","907","907","134.7047576904297","134.7047576904297","134.7047576904297"
"455","909","909","909","134.73727416992188","134.73727416992188","134.73727416992188"
"456","911","911","911","134.76901245117188","134.76901245117188","134.76901245117188"
"457","913","913","913","134.80015563964844","134.80015563964844","134.80015563964844"
"458","915","915","915","134.8318634033203","134.8318634033203","134.8318634033203"
"459","917","917","917","134.86380004882812","134.86380004882812","134.86380004882812"
"460","919","919","919","134.8956298828125","134.8956298828125","134.8956298828125"
"461","921","921","921","134.92718505859375","134.92718505859375","134.92718505859375"
"462","923","923","923","134.95858764648438","134.95858764648438","134.95858764648438"
"463","925","925","925","134.98959350585938","134.98959350585938","134.98959350585938"
"464","927","927","927","135.020263671875","135.020263671875","135.020263671875"
"465","929","929","929","135.0515899658203","135.0515899658203","135.0515899658203"
"466","931","931","931","135.08201599121094","135.08201599121094","135.08201599121094"
"467","933","933","933","135.11279296875","135.11279296875","135.11279296875"
"468","935","935","935","135.14321899414062","135.14321899414062","135.14321899414062"
"469","937","937","937","135.1743927001953","135.1743927001953","135.1743927001953"
"470","939","939","939","135.20480346679688","135.20480346679688","135.20480346679688"
"471","941","941","941","135.23623657226562","135.23623657226562","135.23623657226562"
"472","943","943","943","135.2671356201172","135.2671356201172","135.2671356201172"
"473","945","945","945","135.2981719970703","135.2981719970703","135.2981719970703"
"474","947","947","947","135.32933044433594","135.32933044433594","135.32933044433594"
"475","949","949","949","135.36050415039062","135.36050415039062","135.36050415039062"
"476","951","951","951","135.39208984375","135.39208984375","135.39208984375"
"477","953","953","953","135.42222595214844","135.42222595214844","135.42222595214844"
"478","955","955","955","135.4530487060547","135.4530487060547","135.4530487060547"
"479","957","957","957","135.48397827148438","135.48397827148438","135.48397827148438"
"480","959","959","959","135.51461791992188","135.51461791992188","135.51461791992188"
"481","961","961","961","135.54595947265625","135.54595947265625","135.54595947265625"
"482","963","963","963","135.576416015625","135.576416015625","135.576416015625"
"483","965","965","965","135.60719299316406","135.60719299316406","135.60719299316406"
"484","967","967","967","135.63754272460938","135.63754272460938","135.63754272460938"
"485","969","969","969","135.66835021972656","135.66835021972656","135.66835021972656"
"486","971","971","971","135.69851684570312","135.69851684570312","135.69851684570312"
"487","973","973","973","135.72914123535156","135.72914123535156","135.72914123535156"
"488","975","975","975","135.7592315673828","135.7592315673828","135.7592315673828"
"489","977","977","977","135.79039001464844","135.79039001464844","135.79039001464844"
"490","979","979","979","135.82058715820312","135.82058715820312","135.82058715820312"
"491","981","981","981","135.85118103027344","135.85118103027344","135.85118103027344"
"492","983","983","983","135.88153076171875","135.88153076171875","135.88153076171875"
"493","985","985","985","135.9122314453125","135.9122314453125","135.9122314453125"
"494","987","987","987","135.94253540039062","135.94253540039062","135.94253540039062"
"495","989","989","989","135.97280883789062","135.97280883789062","135.97280883789062"
"496","991","991","991","136.003173828125","136.003173828125","136.003173828125"
"497","993","993","993","136.0338134765625","136.0338134765625","136.0338134765625"
"498","995","995","995","136.0640106201172","136.0640106201172","136.0640106201172"
"499","997","997","997","136.09487915039062","136.09487915039062","136.09487915039062"
"500","999","999","999","136.12521362304688","136.12521362304688","136.12521362304688"
"501","1001","1001","1001","136.15606689453125","136.15606689453125","136.15606689453125"
"502","1003","1003","1003","136.1862335205078","136.1862335205078","136.1862335205078"
"503","1005","1005","1005","136.21690368652344","136.21690368652344","136.21690368652344"
"504","1007","1007","1007","136.24681091308594","136.24681091308594","136.24681091308594"
"505","1009","1009","1009","136.27734375","136.27734375","136.27734375"
"506","1011","1011","1011","136.30734252929688","136.30734252929688","136.30734252929688"
"507","1013","1013","1013","136.3374786376953","136.3374786376953","136.3374786376953"
"508","1015","1015","1015","136.3684539794922","136.3684539794922","136.3684539794922"
"509","1017","1017","1017","136.39837646484375","136.39837646484375","136.39837646484375"
"510","1019","1019","1019","136.42955017089844","136.42955017089844","136.42955017089844"
"511","1021","1021","1021","136.45919799804688","136.45919799804688","136.45919799804688"
"512","1023","1023","1023","136.48931884765625","136.48931884765625","136.48931884765625"
"513","1025","1025","1025","136.5201416015625","136.5201416015625","136.5201416015625"
"514","1027","1027","1027","136.5497283935547","136.5497283935547","136.5497283935547"
"515","1029","1029","1029","136.5796661376953","136.5796661376953","136.5796661376953"
"516","1031","1031","1031","136.609375","136.609375","136.609375"
"517","1033","1033","1033","136.63967895507812","136.63967895507812","136.63967895507812"
"518","1035","1035","1035","136.669189453125","136.669189453125","136.669189453125"
"519","1037","1037","1037","136.6998291015625","136.6998291015625","136.6998291015625"
"520","1039","1039","1039","136.7296905517578","136.7296905517578","136.7296905517578"
"521","1041","1041","1041","136.7598419189453","136.7598419189453","136.7598419189453"
"522","1043","1043","1043","136.79042053222656","136.79042053222656","136.79042053222656"
"523","1045","1045","1045","136.8197479248047","136.8197479248047","136.8197479248047"
"524","1047","1047","1047","136.85040283203125","136.85040283203125","136.85040283203125"
"525","1049","1049","1049","136.8804931640625","136.8804931640625","136.8804931640625"
"526","1051","1051","1051","136.910400390625","136.910400390625","136.910400390625"
"527","1053","1053","1053","136.9413299560547","136.9413299560547","136.9413299560547"
"528","1055","1055","1055","136.97140502929688","136.97140502929688","136.97140502929688"
"529","1057","1057","1057","137.0018310546875","137.0018310546875","137.0018310546875"
"530","1059","1059","1059","137.0322265625","137.0322265625","137.0322265625"
"531","1061","1061","1061","137.06289672851562","137.06289672851562","137.06289672851562"
"532","1063","1063","1063","137.09368896484375","137.09368896484375","137.09368896484375"
"533","1065","1065","1065","137.12435913085938","137.12435913085938","137.12435913085938"
"534","1067","1067","1067","137.15451049804688","137.15451049804688","137.15451049804688"
"535","1069","1069","1069","137.18618774414062","137.18618774414062","137.18618774414062"
"536","1071","1071","1071","137.2165069580078","137.2165069580078","137.2165069580078"
"537","1073","1073","1073","137.2476043701172","137.2476043701172","137.2476043701172"
"538","1075","1075","1075","137.2788543701172","137.2788543701172","137.2788543701172"
"539","1077","1077","1077","137.30946350097656","137.30946350097656","137.30946350097656"
"540","1079","1079","1079","137.34010314941406","137.34010314941406","137.34010314941406"
"541","1081","1081","1081","137.3712158203125","137.3712158203125","137.3712158203125"
"542","1083","1083","1083","137.4016876220703","137.4016876220703","137.4016876220703"
"543","1085","1085","1085","137.43304443359375","137.43304443359375","137.43304443359375"
"544","1087","1087","1087","137.46286010742188","137.46286010742188","137.46286010742188"
"545","1089","1089","1089","137.4928436279297","137.4928436279297","137.4928436279297"
"546","1091","1091","1091","137.52320861816406","137.52320861816406","137.52320861816406"
"547","1093","1093","1093","137.55300903320312","137.55300903320312","137.55300903320312"
"548","1095","1095","1095","137.58206176757812","137.58206176757812","137.58206176757812"
"549","1097","1097","1097","137.61207580566406","137.61207580566406","137.61207580566406"
"550","1099","1099","1099","137.6420135498047","137.6420135498047","137.6420135498047"
"551","1101","1101","1101","137.67237854003906","137.67237854003906","137.67237854003906"
"552","1103","1103","1103","137.70188903808594","137.70188903808594","137.70188903808594"
"553","1105","1105","1105","137.7324676513672","137.7324676513672","137.7324676513672"
"554","1107","1107","1107","137.76235961914062","137.76235961914062","137.76235961914062"
"555","1109","1109","1109","137.79214477539062","137.79214477539062","137.79214477539062"
"556","1111","1111","1111","137.82199096679688","137.82199096679688","137.82199096679688"
"557","1113","1113","1113","137.8517303466797","137.8517303466797","137.8517303466797"
"558","1115","1115","1115","137.88186645507812","137.88186645507812","137.88186645507812"
"559","1117","1117","1117","137.91128540039062","137.91128540039062","137.91128540039062"
"560","1119","1119","1119","137.9414825439453","137.9414825439453","137.9414825439453"
"561","1121","1121","1121","137.970703125","137.970703125","137.970703125"
"562","1123","1123","1123","138.00083923339844","138.00083923339844","138.00083923339844"
"563","1125","1125","1125","138.03024291992188","138.03024291992188","138.03024291992188"
"564","1127","1127","1127","138.06060791015625","138.06060791015625","138.06060791015625"
"565","1129","1129","1129","138.09066772460938","138.09066772460938","138.09066772460938"
"566","1131","1131","1131","138.11959838867188","138.11959838867188","138.11959838867188"
"567","1133","1133","1133","138.149169921875","138.149169921875","138.149169921875"
"568","1135","1135","1135","138.1793975830078","138.1793975830078","138.1793975830078"
"569","1137","1137","1137","138.208740234375","138.208740234375","138.208740234375"
"570","1139","1139","1139","138.23861694335938","138.23861694335938","138.23861694335938"
"571","1141","1141","1141","138.2678680419922","138.2678680419922","138.2678680419922"
"572","1143","1143","1143","138.29714965820312","138.29714965820312","138.29714965820312"
"573","1145","1145","1145","138.32672119140625","138.32672119140625","138.32672119140625"
"574","1147","1147","1147","138.35595703125","138.35595703125","138.35595703125"
"575","1149","1149","1149","138.38536071777344","138.38536071777344","138.38536071777344"
"576","1151","1151","1151","138.41468811035156","138.41468811035156","138.41468811035156"
"577","1153","1153","1153","138.44422912597656","138.44422912597656","138.44422912597656"
"578","1155","1155","1155","138.47340393066406","138.47340393066406","138.47340393066406"
"579","1157","1157","1157","138.5033416748047","138.5033416748047","138.5033416748047"
"580","1159","1159","1159","138.532470703125","138.532470703125","138.532470703125"
"581","1161","1161","1161","138.56268310546875","138.56268310546875","138.56268310546875"
"582","1163","1163","1163","138.59130859375","138.59130859375","138.59130859375"
"583","1165","1165","1165","138.6210174560547","138.6210174560547","138.6210174560547"
"584","1167","1167","1167","138.6497344970703","138.6497344970703","138.6497344970703"
"585","1169","1169","1169","138.679443359375","138.679443359375","138.679443359375"
"586","1171","1171","1171","138.70846557617188","138.70846557617188","138.70846557617188"
"587","1173","1173","1173","138.73773193359375","138.73773193359375","138.73773193359375"
"588","1175","1175","1175","138.767333984375","138.767333984375","138.767333984375"
"589","1177","1177","1177","138.79592895507812","138.79592895507812","138.79592895507812"
"590","1179","1179","1179","138.82554626464844","138.82554626464844","138.82554626464844"
"591","1181","1181","1181","138.8542022705078","138.8542022705078","138.8542022705078"
"592","1183","1183","1183","138.88333129882812","138.88333129882812","138.88333129882812"
"593","1185","1185","1185","138.91275024414062","138.91275024414062","138.91275024414062"
"594","1187","1187","1187","138.9420928955078","138.9420928955078","138.9420928955078"
"595","1189","1189","1189","138.97068786621094","138.97068786621094","138.97068786621094"
"596","1191","1191","1191","139.00038146972656","139.00038146972656","139.00038146972656"
"597","1193","1193","1193","139.0290069580078","139.0290069580078","139.0290069580078"
"598","1195","1195","1195","139.0594940185547","139.0594940185547","139.0594940185547"
"599","1197","1197","1197","139.08880615234375","139.08880615234375","139.08880615234375"
"600","1199","1199","1199","139.11683654785156","139.11683654785156","139.11683654785156"
"601","1201","1201","1201","139.14646911621094","139.14646911621094","139.14646911621094"
"602","1203","1203","1203","139.1750946044922","139.1750946044922","139.1750946044922"
"603","1205","1205","1205","139.20408630371094","139.20408630371094","139.20408630371094"
"604","1207","1207","1207","139.2336883544922","139.2336883544922","139.2336883544922"
"605","1209","1209","1209","139.262451171875","139.262451171875","139.262451171875"
"606","1211","1211","1211","139.29135131835938","139.29135131835938","139.29135131835938"
"607","1213","1213","1213","139.31993103027344","139.31993103027344","139.31993103027344"
"608","1215","1215","1215","139.34934997558594","139.34934997558594","139.34934997558594"
"609","1217","1217","1217","139.37820434570312","139.37820434570312","139.37820434570312"
"610","1219","1219","1219","139.4076385498047","139.4076385498047","139.4076385498047"
"611","1221","1221","1221","139.43666076660156","139.43666076660156","139.43666076660156"
"612","1223","1223","1223","139.46548461914062","139.46548461914062","139.46548461914062"
"613","1225","1225","1225","139.49537658691406","139.49537658691406","139.49537658691406"
"614","1227","1227","1227","139.5242919921875","139.5242919921875","139.5242919921875"
"615","1229","1229","1229","139.5538787841797","139.5538787841797","139.5538787841797"
"616","1231","1231","1231","139.58193969726562","139.58193969726562","139.58193969726562"
"617","1233","1233","1233","139.61106872558594","139.61106872558594","139.61106872558594"
"618","1235","1235","1235","139.63937377929688","139.63937377929688","139.63937377929688"
"619","1237","1237","1237","139.66806030273438","139.66806030273438","139.66806030273438"
"620","1239","1239","1239","139.69725036621094","139.69725036621094","139.69725036621094"
"621","1241","1241","1241","139.72633361816406","139.72633361816406","139.72633361816406"
"622","1243","1243","1243","139.75511169433594","139.75511169433594","139.75511169433594"
"623","1245","1245","1245","139.7837677001953","139.7837677001953","139.7837677001953"
"624","1247","1247","1247","139.8123016357422","139.8123016357422","139.8123016357422"
"625","1249","1249","1249","139.84129333496094","139.84129333496094","139.84129333496094"
"626","1251","1251","1251","139.87039184570312","139.87039184570312","139.87039184570312"
"627","1253","1253","1253","139.8983154296875","139.8983154296875","139.8983154296875"
"628","1255","1255","1255","139.927490234375","139.927490234375","139.927490234375"
"629","1257","1257","1257","139.95489501953125","139.95489501953125","139.95489501953125"
"630","1259","1259","1259","139.98387145996094","139.98387145996094","139.98387145996094"
"631","1261","1261","1261","140.01202392578125","140.01202392578125","140.01202392578125"
"632","1263","1263","1263","140.04022216796875","140.04022216796875","140.04022216796875"
"633","1265","1265","1265","140.0686492919922","140.0686492919922","140.0686492919922"
"634","1267","1267","1267","140.09632873535156","140.09632873535156","140.09632873535156"
"635","1269","1269","1269","140.12469482421875","140.12469482421875","140.12469482421875"
"636","1271","1271","1271","140.1529998779297","140.1529998779297","140.1529998779297"
"637","1273","1273","1273","140.18138122558594","140.18138122558594","140.18138122558594"
"638","1275","1275","1275","140.20904541015625","140.20904541015625","140.20904541015625"
"639","1277","1277","1277","140.23695373535156","140.23695373535156","140.23695373535156"
"640","1279","1279","1279","140.26504516601562","140.26504516601562","140.26504516601562"
"641","1281","1281","1281","140.29283142089844","140.29283142089844","140.29283142089844"
"642","1283","1283","1283","140.31993103027344","140.31993103027344","140.31993103027344"
"643","1285","1285","1285","140.34780883789062","140.34780883789062","140.34780883789062"
"644","1287","1287","1287","140.37551879882812","140.37551879882812","140.37551879882812"
"645","1289","1289","1289","140.40304565429688","140.40304565429688","140.40304565429688"
"646","1291","1291","1291","140.4300994873047","140.4300994873047","140.4300994873047"
"647","1293","1293","1293","140.45787048339844","140.45787048339844","140.45787048339844"
"648","1295","1295","1295","140.48471069335938","140.48471069335938","140.48471069335938"
"649","1297","1297","1297","140.5133056640625","140.5133056640625","140.5133056640625"
"650","1299","1299","1299","140.54022216796875","140.54022216796875","140.54022216796875"
"651","1301","1301","1301","140.56781005859375","140.56781005859375","140.56781005859375"
"652","1303","1303","1303","140.59373474121094","140.59373474121094","140.59373474121094"
"653","1305","1305","1305","140.62112426757812","140.62112426757812","140.62112426757812"
"654","1307","1307","1307","140.64834594726562","140.64834594726562","140.64834594726562"
"655","1309","1309","1309","140.6747283935547","140.6747283935547","140.6747283935547"
"656","1311","1311","1311","140.70208740234375","140.70208740234375","140.70208740234375"
"657","1313","1313","1313","140.72808837890625","140.72808837890625","140.72808837890625"
"658","1315","1315","1315","140.75477600097656","140.75477600097656","140.75477600097656"
"659","1317","1317","1317","140.78163146972656","140.78163146972656","140.78163146972656"
"660","1319","1319","1319","140.8072967529297","140.8072967529297","140.8072967529297"
"661","1321","1321","1321","140.83242797851562","140.83242797851562","140.83242797851562"
"662","1323","1323","1323","140.85877990722656","140.85877990722656","140.85877990722656"
"663","1325","1325","1325","140.88426208496094","140.88426208496094","140.88426208496094"
"664","1327","1327","1327","140.9096221923828","140.9096221923828","140.9096221923828"
"665","1329","1329","1329","140.9342498779297","140.9342498779297","140.9342498779297"
"666","1331","1331","1331","140.9608154296875","140.9608154296875","140.9608154296875"
"667","1333","1333","1333","140.98634338378906","140.98634338378906","140.98634338378906"
"668","1335","1335","1335","141.01251220703125","141.01251220703125","141.01251220703125"
"669","1337","1337","1337","141.03834533691406","141.03834533691406","141.03834533691406"
"670","1339","1339","1339","141.0643768310547","141.0643768310547","141.0643768310547"
"671","1341","1341","1341","141.08995056152344","141.08995056152344","141.08995056152344"
"672","1343","1343","1343","141.11563110351562","141.11563110351562","141.11563110351562"
"673","1345","1345","1345","141.1417694091797","141.1417694091797","141.1417694091797"
"674","1347","1347","1347","141.1666717529297","141.1666717529297","141.1666717529297"
"675","1349","1349","1349","141.19338989257812","141.19338989257812","141.19338989257812"
"676","1351","1351","1351","141.21893310546875","141.21893310546875","141.21893310546875"
"677","1353","1353","1353","141.24403381347656","141.24403381347656","141.24403381347656"
"678","1355","1355","1355","141.26988220214844","141.26988220214844","141.26988220214844"
"679","1357","1357","1357","141.29591369628906","141.29591369628906","141.29591369628906"
"680","1359","1359","1359","141.3213348388672","141.3213348388672","141.3213348388672"
"681","1361","1361","1361","141.34768676757812","141.34768676757812","141.34768676757812"
"682","1363","1363","1363","141.37290954589844","141.37290954589844","141.37290954589844"
"683","1365","1365","1365","141.39913940429688","141.39913940429688","141.39913940429688"
"684","1367","1367","1367","141.42425537109375","141.42425537109375","141.42425537109375"
"685","1369","1369","1369","141.4507598876953","141.4507598876953","141.4507598876953"
"686","1371","1371","1371","141.47592163085938","141.47592163085938","141.47592163085938"
"687","1373","1373","1373","141.50244140625","141.50244140625","141.50244140625"
"688","1375","1375","1375","141.5279083251953","141.5279083251953","141.5279083251953"
"689","1377","1377","1377","141.55322265625","141.55322265625","141.55322265625"
"690","1379","1379","1379","141.5791778564453","141.5791778564453","141.5791778564453"
"691","1381","1381","1381","141.60443115234375","141.60443115234375","141.60443115234375"
"692","1383","1383","1383","141.62982177734375","141.62982177734375","141.62982177734375"
"693","1385","1385","1385","141.65524291992188","141.65524291992188","141.65524291992188"
"694","1387","1387","1387","141.6796417236328","141.6796417236328","141.6796417236328"
"695","1389","1389","1389","141.70513916015625","141.70513916015625","141.70513916015625"
"696","1391","1391","1391","141.729736328125","141.729736328125","141.729736328125"
"697","1393","1393","1393","141.75564575195312","141.75564575195312","141.75564575195312"
"698","1395","1395","1395","141.78057861328125","141.78057861328125","141.78057861328125"
"699","1397","1397","1397","141.8062286376953","141.8062286376953","141.8062286376953"
"700","1399","1399","1399","141.83177185058594","141.83177185058594","141.83177185058594"
"701","1401","1401","1401","141.8561248779297","141.8561248779297","141.8561248779297"
"702","1403","1403","1403","141.88072204589844","141.88072204589844","141.88072204589844"
"703","1405","1405","1405","141.9059295654297","141.9059295654297","141.9059295654297"
"704","1407","1407","1407","141.92958068847656","141.92958068847656","141.92958068847656"
"705","1409","1409","1409","141.95472717285156","141.95472717285156","141.95472717285156"
"706","1411","1411","1411","141.97901916503906","141.97901916503906","141.97901916503906"
"707","1413","1413","1413","142.00347900390625","142.00347900390625","142.00347900390625"
"708","1415","1415","1415","142.02774047851562","142.02774047851562","142.02774047851562"
"709","1417","1417","1417","142.0526580810547","142.0526580810547","142.0526580810547"
"710","1419","1419","1419","142.0770721435547","142.0770721435547","142.0770721435547"
"711","1421","1421","1421","142.1017608642578","142.1017608642578","142.1017608642578"
"712","1423","1423","1423","142.12635803222656","142.12635803222656","142.12635803222656"
"713","1425","1425","1425","142.1510467529297","142.1510467529297","142.1510467529297"
"714","1427","1427","1427","142.17544555664062","142.17544555664062","142.17544555664062"
"715","1429","1429","1429","142.20013427734375","142.20013427734375","142.20013427734375"
"716","1431","1431","1431","142.22422790527344","142.22422790527344","142.22422790527344"
"717","1433","1433","1433","142.2487335205078","142.2487335205078","142.2487335205078"
"718","1435","1435","1435","142.27261352539062","142.27261352539062","142.27261352539062"
"719","1437","1437","1437","142.2968292236328","142.2968292236328","142.2968292236328"
"720","1439","1439","1439","142.32000732421875","142.32000732421875","142.32000732421875"
"721","1441","1441","1441","142.343994140625","142.343994140625","142.343994140625"
"722","1443","1443","1443","142.3669891357422","142.3669891357422","142.3669891357422"
"723","1445","1445","1445","142.39065551757812","142.39065551757812","142.39065551757812"
"724","1447","1447","1447","142.4136962890625","142.4136962890625","142.4136962890625"
"725","1449","1449","1449","142.43797302246094","142.43797302246094","142.43797302246094"
"726","1451","1451","1451","142.4606170654297","142.4606170654297","142.4606170654297"
"727","1453","1453","1453","142.48391723632812","142.48391723632812","142.48391723632812"
"728","1455","1455","1455","142.50668334960938","142.50668334960938","142.50668334960938"
"729","1457","1457","1457","142.5291290283203","142.5291290283203","142.5291290283203"
"730","1459","1459","1459","142.5523681640625","142.5523681640625","142.5523681640625"
"731","1461","1461","1461","142.57510375976562","142.57510375976562","142.57510375976562"
"732","1463","1463","1463","142.597900390625","142.597900390625","142.597900390625"
"733","1465","1465","1465","142.6201629638672","142.6201629638672","142.6201629638672"
"734","1467","1467","1467","142.6436767578125","142.6436767578125","142.6436767578125"
"735","1469","1469","1469","142.66627502441406","142.66627502441406","142.66627502441406"
"736","1471","1471","1471","142.68905639648438","142.68905639648438","142.68905639648438"
"737","1473","1473","1473","142.7119903564453","142.7119903564453","142.7119903564453"
"738","1475","1475","1475","142.73497009277344","142.73497009277344","142.73497009277344"
"739","1477","1477","1477","142.75726318359375","142.75726318359375","142.75726318359375"
"740","1479","1479","1479","142.78125","142.78125","142.78125"
"741","1481","1481","1481","142.80372619628906","142.80372619628906","142.80372619628906"
"742","1483","1483","1483","142.8265838623047","142.8265838623047","142.8265838623047"
"743","1485","1485","1485","142.84886169433594","142.84886169433594","142.84886169433594"
"744","1487","1487","1487","142.8722381591797","142.8722381591797","142.8722381591797"
"745","1489","1489","1489","142.89491271972656","142.89491271972656","142.89491271972656"
"746","1491","1491","1491","142.9179229736328","142.9179229736328","142.9179229736328"
"747","1493","1493","1493","142.9398651123047","142.9398651123047","142.9398651123047"
"748","1495","1495","1495","142.9635009765625","142.9635009765625","142.9635009765625"
"749","1497","1497","1497","142.98561096191406","142.98561096191406","142.98561096191406"
"750","1499","1499","1499","143.00880432128906","143.00880432128906","143.00880432128906"
"751","1501","1501","1501","143.0314178466797","143.0314178466797","143.0314178466797"
"752","1503","1503","1503","143.05389404296875","143.05389404296875","143.05389404296875"
"753","1505","1505","1505","143.07675170898438","143.07675170898438","143.07675170898438"
"754","1507","1507","1507","143.09835815429688","143.09835815429688","143.09835815429688"
"755","1509","1509","1509","143.12042236328125","143.12042236328125","143.12042236328125"
"756","1511","1511","1511","143.14248657226562","143.14248657226562","143.14248657226562"
"757","1513","1513","1513","143.16465759277344","143.16465759277344","143.16465759277344"
"758","1515","1515","1515","143.1861572265625","143.1861572265625","143.1861572265625"
"759","1517","1517","1517","143.20741271972656","143.20741271972656","143.20741271972656"
"760","1519","1519","1519","143.22882080078125","143.22882080078125","143.22882080078125"
"761","1521","1521","1521","143.25038146972656","143.25038146972656","143.25038146972656"
"762","1523","1523","1523","143.27117919921875","143.27117919921875","143.27117919921875"
"763","1525","1525","1525","143.2925262451172","143.2925262451172","143.2925262451172"
"764","1527","1527","1527","143.31430053710938","143.31430053710938","143.31430053710938"
"765","1529","1529","1529","143.33474731445312","143.33474731445312","143.33474731445312"
"766","1531","1531","1531","143.35662841796875","143.35662841796875","143.35662841796875"
"767","1533","1533","1533","143.3767852783203","143.3767852783203","143.3767852783203"
"768","1535","1535","1535","143.39759826660156","143.39759826660156","143.39759826660156"
"769","1537","1537","1537","143.41796875","143.41796875","143.41796875"
"770","1539","1539","1539","143.4393310546875","143.4393310546875","143.4393310546875"
"771","1541","1541","1541","143.45944213867188","143.45944213867188","143.45944213867188"
"772","1543","1543","1543","143.47935485839844","143.47935485839844","143.47935485839844"
"773","1545","1545","1545","143.5002899169922","143.5002899169922","143.5002899169922"
"774","1547","1547","1547","143.52001953125","143.52001953125","143.52001953125"
