"optimizer_step","recur1b-mig-234 - _step","recur1b-mig-234 - _step__MIN","recur1b-mig-234 - _step__MAX","recur1b-mig-234 - global_loss","recur1b-mig-234 - global_loss__MIN","recur1b-mig-234 - global_loss__MAX"
"1775","689.5","689","690","2.4710837602615356","2.470567464828491","2.47160005569458"
"1776","691.5","691","692","2.531813621520996","2.4812026023864746","2.5824246406555176"
"1777","693.5","693","694","2.4820843935012817","2.4641811847686768","2.4999876022338867"
"1778","695.5","695","696","2.4276055097579956","2.3905441761016846","2.4646668434143066"
"1779","697.5","697","698","2.333392381668091","2.299557685852051","2.367227077484131"
"1780","699.5","699","700","2.3903205394744873","2.375108003616333","2.4055330753326416"
"1781","701.5","701","702","2.4164925813674927","2.3948984146118164","2.438086748123169"
"1782","703.5","703","704","2.4802770614624023","2.4077374935150146","2.55281662940979"
"1783","705.5","705","706","2.4537644386291504","2.448540687561035","2.4589881896972656"
"1784","707.5","707","708","2.410336136817932","2.406038284301758","2.4146339893341064"
"1785","709.5","709","710","2.3319233655929565","2.2335116863250732","2.43033504486084"
"1786","711.5","711","712","2.488723039627075","2.4493303298950195","2.528115749359131"
"1787","713.5","713","714","2.373910903930664","2.345170021057129","2.402651786804199"
"1788","715.5","715","716","2.3931491374969482","2.339931011199951","2.4463672637939453"
"1789","717.5","717","718","2.453264832496643","2.4010934829711914","2.5054361820220947"
"1790","719.5","719","720","2.3554296493530273","2.306767463684082","2.4040918350219727"
"1791","721.5","721","722","2.3467456102371216","2.3400447368621826","2.3534464836120605"
"1792","723.5","723","724","2.4571337699890137","2.4196770191192627","2.4945905208587646"
"1793","725.5","725","726","2.3662660121917725","2.2888147830963135","2.4437172412872314"
"1794","727.5","727","728","2.4415444135665894","2.3420257568359375","2.541063070297241"
"1795","729.5","729","730","2.44558322429657","2.359661340713501","2.5315051078796387"
"1796","731.5","731","732","2.343283534049988","2.2434206008911133","2.4431464672088623"
"1797","733.5","733","734","2.4471771717071533","2.396235942840576","2.4981184005737305"
"1798","735.5","735","736","2.448155164718628","2.36508846282959","2.531221866607666"
"1799","737.5","737","738","2.4026318788528442","2.3957178592681885","2.4095458984375"
"1800","739.5","739","740","2.314489483833313","2.237308979034424","2.391669988632202"
"1801","741.5","741","742","2.3420989513397217","2.3144969940185547","2.3697009086608887"
"1802","743.5","743","744","2.398327589035034","2.3725762367248535","2.424078941345215"
"1803","745.5","745","746","2.3998754024505615","2.3567702770233154","2.4429805278778076"
"1804","747.5","747","748","2.3266338109970093","2.3010313510894775","2.352236270904541"
"1805","749.5","749","750","2.4090635776519775","2.3766894340515137","2.4414377212524414"
"1806","751.5","751","752","2.3379937410354614","2.322998285293579","2.3529891967773438"
"1807","753.5","753","754","2.427180767059326","2.415803909301758","2.4385576248168945"
"1808","755.5","755","756","2.4719728231430054","2.4660415649414062","2.4779040813446045"
"1809","757.5","757","758","2.373525381088257","2.3049707412719727","2.442080020904541"
"1810","759.5","759","760","2.4435465335845947","2.431302547454834","2.4557905197143555"
"1811","761.5","761","762","2.4789994955062866","2.4301962852478027","2.5278027057647705"
"1812","763.5","763","764","2.3837594985961914","2.3827383518218994","2.3847806453704834"
"1813","765.5","765","766","2.3994191884994507","2.2974438667297363","2.501394510269165"
"1814","767.5","767","768","2.424891471862793","2.359436511993408","2.4903464317321777"
"1815","769.5","769","770","2.3948583602905273","2.3059563636779785","2.483760356903076"
"1816","771.5","771","772","2.362091898918152","2.3086726665496826","2.415511131286621"
"1817","773.5","773","774","2.422703266143799","2.403292179107666","2.4421143531799316"
"1818","775.5","775","776","2.4647172689437866","2.4630746841430664","2.466359853744507"
"1819","777.5","777","778","2.434482455253601","2.416618585586548","2.4523463249206543"
"1820","779.5","779","780","2.2183642387390137","2.188075542449951","2.248652935028076"
"1821","781.5","781","782","2.3782581090927124","2.3528335094451904","2.4036827087402344"
"1822","783.5","783","784","2.303622603416443","2.1907541751861572","2.4164910316467285"
"1823","785.5","785","786","2.4374786615371704","2.3620426654815674","2.5129146575927734"
"1824","787.5","787","788","2.483918070793152","2.4789090156555176","2.488927125930786"
"1825","789.5","789","790","2.369199514389038","2.281428575515747","2.456970453262329"
"1826","791.5","791","792","2.328177332878113","2.307027816772461","2.3493268489837646"
"1827","793.5","793","794","2.370501756668091","2.3115100860595703","2.4294934272766113"
"1828","795.5","795","796","2.385492205619812","2.3825385570526123","2.3884458541870117"
"1829","797.5","797","798","2.3802026510238647","2.350010633468628","2.4103946685791016"
"1830","799.5","799","800","2.447872042655945","2.371089458465576","2.5246546268463135"
"1831","801.5","801","802","2.447919249534607","2.418407678604126","2.477430820465088"
"1832","803.5","803","804","2.422587275505066","2.377168655395508","2.468005895614624"
"1833","805.5","805","806","2.328821897506714","2.312978744506836","2.344665050506592"
"1834","807.5","807","808","2.3865809440612793","2.3566184043884277","2.416543483734131"
"1835","809.5","809","810","2.367276668548584","2.3563311100006104","2.3782222270965576"
"1836","811.5","811","812","2.35681414604187","2.3122692108154297","2.4013590812683105"
"1837","813.5","813","814","2.3164303302764893","2.2645163536071777","2.368344306945801"
"1838","815.5","815","816","2.3814152479171753","2.371253490447998","2.3915770053863525"
"1839","817.5","817","818","2.3180049657821655","2.265800952911377","2.370208978652954"
"1840","819.5","819","820","2.314334273338318","2.3069682121276855","2.32170033454895"
"1841","821.5","821","822","2.461613655090332","2.3940353393554688","2.5291919708251953"
"1842","823.5","823","824","2.254756450653076","2.2180004119873047","2.2915124893188477"
"1843","825.5","825","826","2.446592092514038","2.4453344345092773","2.447849750518799"
"1844","827.5","827","828","2.388036370277405","2.34433913230896","2.4317336082458496"
"1845","829.5","829","830","2.445437431335449","2.358004570007324","2.532870292663574"
"1846","831.5","831","832","2.4208970069885254","2.3911867141723633","2.4506072998046875"
"1847","833.5","833","834","2.303708791732788","2.294860363006592","2.3125572204589844"
"1848","835.5","835","836","2.339780807495117","2.29526424407959","2.3842973709106445"
"1849","837.5","837","838","2.344560742378235","2.315683603286743","2.3734378814697266"
"1850","839.5","839","840","2.3696831464767456","2.3384060859680176","2.4009602069854736"
"1851","841.5","841","842","2.4423495531082153","2.3947842121124268","2.489914894104004"
"1852","843.5","843","844","2.2995818853378296","2.2871837615966797","2.3119800090789795"
"1853","845.5","845","846","2.4750884771347046","2.3642749786376953","2.585901975631714"
"1854","847.5","847","848","2.446556568145752","2.4461188316345215","2.4469943046569824"
"1855","849.5","849","850","2.380936861038208","2.3235809803009033","2.4382927417755127"
"1856","851.5","851","852","2.43767249584198","2.3721728324890137","2.5031721591949463"
"1857","853.5","853","854","2.336570382118225","2.233715057373047","2.4394257068634033"
"1858","855.5","855","856","2.3549896478652954","2.314849615097046","2.395129680633545"
"1859","857.5","857","858","2.286039113998413","2.259605884552002","2.312472343444824"
"1860","859.5","859","860","2.4406005144119263","2.384704828262329","2.4964962005615234"
"1861","861.5","861","862","2.3198163509368896","2.319173812866211","2.3204588890075684"
"1862","863.5","863","864","2.3151750564575195","2.275341033935547","2.355009078979492"
"1863","865.5","865","866","2.2004512548446655","2.145277976989746","2.255624532699585"
"1864","867.5","867","868","2.486261248588562","2.369610548019409","2.602911949157715"
"1865","869.5","869","870","2.501924514770508","2.4834485054016113","2.5204005241394043"
"1866","871.5","871","872","2.4497129917144775","2.3373656272888184","2.5620603561401367"
"1867","873.5","873","874","2.4035202264785767","2.3206627368927","2.486377716064453"
"1868","875.5","875","876","2.416415214538574","2.4095497131347656","2.423280715942383"
"1869","877.5","877","878","2.4861295223236084","2.394061326980591","2.578197717666626"
"1870","879.5","879","880","2.4852620363235474","2.4770750999450684","2.4934489727020264"
"1871","881.5","881","882","2.4051929712295532","2.2902846336364746","2.520101308822632"
"1872","883.5","883","884","2.408941626548767","2.3382391929626465","2.4796440601348877"
"1873","885.5","885","886","2.340116024017334","2.216209888458252","2.464022159576416"
"1874","887.5","887","888","2.444148898124695","2.4428257942199707","2.445472002029419"
"1875","889.5","889","890","2.2770848274230957","2.22214412689209","2.3320255279541016"
"1876","891.5","891","892","2.4211182594299316","2.342501640319824","2.499734878540039"
"1877","893.5","893","894","2.4192585945129395","2.401735305786133","2.436781883239746"
"1878","895.5","895","896","2.3189635276794434","2.1898274421691895","2.4480996131896973"
"1879","897.5","897","898","2.3926150798797607","2.3614602088928223","2.423769950866699"
"1880","899.5","899","900","2.3612561225891113","2.324401378631592","2.398110866546631"
"1881","901.5","901","902","2.42019259929657","2.362133264541626","2.4782519340515137"
"1882","903.5","903","904","2.418766498565674","2.3747336864471436","2.462799310684204"
"1883","905.5","905","906","2.38606595993042","2.354687452316284","2.4174444675445557"
"1884","907.5","907","908","2.4020251035690308","2.2863430976867676","2.517707109451294"
"1885","909.5","909","910","2.3112038373947144","2.304743766784668","2.3176639080047607"
"1886","911.5","911","912","2.426743984222412","2.391906499862671","2.4615814685821533"
"1887","913.5","913","914","2.482866048812866","2.402235507965088","2.5634965896606445"
"1888","915.5","915","916","2.3231457471847534","2.255040407180786","2.3912510871887207"
"1889","917.5","917","918","2.352019429206848","2.326375961303711","2.3776628971099854"
"1890","919.5","919","920","2.4224337339401245","2.275780200958252","2.569087266921997"
"1891","921.5","921","922","2.3187718391418457","2.236417293548584","2.4011263847351074"
"1892","923.5","923","924","2.2958327531814575","2.265587329864502","2.326078176498413"
"1893","925.5","925","926","2.2691460847854614","2.216019630432129","2.322272539138794"
"1894","927.5","927","928","2.4435962438583374","2.4379143714904785","2.4492781162261963"
"1895","929.5","929","930","2.369498610496521","2.312340021133423","2.426657199859619"
"1896","931.5","931","932","2.3674399852752686","2.3614039421081543","2.373476028442383"
"1897","933.5","933","934","2.342810034751892","2.3192954063415527","2.3663246631622314"
"1898","935.5","935","936","2.3862826824188232","2.356644868850708","2.4159204959869385"
"1899","937.5","937","938","2.2788820266723633","2.275789260864258","2.2819747924804688"
"1900","939.5","939","940","2.3863837718963623","2.3196802139282227","2.453087329864502"
"1901","941.5","941","942","2.2862067222595215","2.193553924560547","2.378859519958496"
"1902","943.5","943","944","2.244582414627075","2.213254451751709","2.2759103775024414"
"1903","945.5","945","946","2.291167140007019","2.2612853050231934","2.3210489749908447"
"1904","947.5","947","948","2.3736542463302612","2.2539010047912598","2.4934074878692627"
"1905","949.5","949","950","2.4484100341796875","2.424893856048584","2.471926212310791"
"1906","951.5","951","952","2.4873346090316772","2.4339451789855957","2.540724039077759"
"1907","953.5","953","954","2.396751880645752","2.2816901206970215","2.5118136405944824"
"1908","955.5","955","956","2.4093765020370483","2.3908884525299072","2.4278645515441895"
"1909","957.5","957","958","2.444908857345581","2.4012951850891113","2.488522529602051"
"1910","959.5","959","960","2.313968539237976","2.2370007038116455","2.3909363746643066"
"1911","961.5","961","962","2.442281126976013","2.431886672973633","2.4526755809783936"
"1912","963.5","963","964","2.3099703788757324","2.240710496902466","2.379230260848999"
"1913","965.5","965","966","2.336188554763794","2.2797765731811523","2.3926005363464355"
"1914","967.5","967","968","2.393921732902527","2.39359188079834","2.394251585006714"
"1915","969.5","969","970","2.359336256980896","2.287046432495117","2.431626081466675"
"1916","971.5","971","972","2.325290083885193","2.255544662475586","2.3950355052948"
"1917","973.5","973","974","2.3303545713424683","2.2841250896453857","2.376584053039551"
"1918","975.5","975","976","2.4666244983673096","2.4527640342712402","2.480484962463379"
"1919","977.5","977","978","2.4193572998046875","2.3999223709106445","2.4387922286987305"
"1920","979.5","979","980","2.345826029777527","2.2948739528656006","2.396778106689453"
"1921","981.5","981","982","2.4912328720092773","2.4439697265625","2.5384960174560547"
"1922","983.5","983","984","2.3809581995010376","2.3410184383392334","2.420897960662842"
"1923","985.5","985","986","2.4176864624023438","2.3667080402374268","2.4686648845672607"
"1924","987.5","987","988","2.5054787397384644","2.3936638832092285","2.6172935962677"
"1925","989.5","989","990","2.379767894744873","2.3448362350463867","2.4146995544433594"
"1926","991.5","991","992","2.4840166568756104","2.40157413482666","2.5664591789245605"
"1927","993.5","993","994","2.237642526626587","2.184731960296631","2.290553092956543"
"1928","995.5","995","996","2.392850637435913","2.38572359085083","2.399977684020996"
"1929","997.5","997","998","2.290743589401245","2.2206454277038574","2.360841751098633"
"1930","999.5","999","1000","2.3826379776000977","2.311129570007324","2.454146385192871"
"1931","1001.5","1001","1002","2.363436698913574","2.304164409637451","2.4227089881896973"
"1932","1003.5","1003","1004","2.453105330467224","2.373215913772583","2.5329947471618652"
"1933","1005.5","1005","1006","2.4261045455932617","2.3443636894226074","2.507845401763916"
"1934","1007.5","1007","1008","2.372017741203308","2.3307318687438965","2.4133036136627197"
"1935","1009.5","1009","1010","2.372465968132019","2.29538893699646","2.449542999267578"
"1936","1011.5","1011","1012","2.417870879173279","2.3539068698883057","2.481834888458252"
"1937","1013.5","1013","1014","2.3909244537353516","2.3738837242126465","2.4079651832580566"
"1938","1015.5","1015","1016","2.476042628288269","2.414029359817505","2.538055896759033"
"1939","1017.5","1017","1018","2.4526145458221436","2.3519225120544434","2.5533065795898438"
"1940","1019.5","1019","1020","2.213226556777954","2.185248851776123","2.241204261779785"
"1941","1021.5","1021","1022","2.3638429641723633","2.322481393814087","2.4052045345306396"
"1942","1023.5","1023","1024","2.3248027563095093","2.2668566703796387","2.38274884223938"
"1943","1025.5","1025","1026","2.360210418701172","2.3438706398010254","2.3765501976013184"
"1944","1027.5","1027","1028","2.333399772644043","2.3124728202819824","2.3543267250061035"
"1945","1029.5","1029","1030","2.41414475440979","2.3877756595611572","2.440513849258423"
"1946","1031.5","1031","1032","2.464998960494995","2.4464945793151855","2.4835033416748047"
"1947","1033.5","1033","1034","2.2955437898635864","2.2471261024475098","2.343961477279663"
"1948","1035.5","1035","1036","2.315492033958435","2.190258264541626","2.440725803375244"
"1949","1037.5","1037","1038","2.3372726440429688","2.1959447860717773","2.47860050201416"
"1950","1039.5","1039","1040","2.507558226585388","2.483154773712158","2.531961679458618"
"1951","1041.5","1041","1042","2.2946308851242065","2.2145657539367676","2.3746960163116455"
"1952","1043.5","1043","1044","2.1956522464752197","2.148236036300659","2.2430684566497803"
"1953","1045.5","1045","1046","2.3419779539108276","2.3339459896087646","2.3500099182128906"
"1954","1047.5","1047","1048","2.4358381032943726","2.4315052032470703","2.440171003341675"
"1955","1049.5","1049","1050","2.212631344795227","2.1592354774475098","2.2660272121429443"
"1956","1051.5","1051","1052","2.2962825298309326","2.237173318862915","2.35539174079895"
"1957","1053.5","1053","1054","2.355416417121887","2.3139750957489014","2.396857738494873"
"1958","1055.5","1055","1056","2.314804434776306","2.2294864654541016","2.4001224040985107"
"1959","1057.5","1057","1058","2.3689000606536865","2.2736895084381104","2.4641106128692627"
"1960","1059.5","1059","1060","2.283107280731201","2.2105484008789062","2.355666160583496"
"1961","1061.5","1061","1062","2.408794403076172","2.363157272338867","2.4544315338134766"
"1962","1063.5","1063","1064","2.3105064630508423","2.306025266647339","2.3149876594543457"
"1963","1065.5","1065","1066","2.333456873893738","2.288343667984009","2.378570079803467"
"1964","1067.5","1067","1068","2.3758469820022583","2.3477752208709717","2.403918743133545"
"1965","1069.5","1069","1070","2.181931972503662","2.1464715003967285","2.2173924446105957"
"1966","1071.5","1071","1072","2.374989867210388","2.340770959854126","2.4092087745666504"
"1967","1073.5","1073","1074","2.353365421295166","2.3017330169677734","2.4049978256225586"
"1968","1075.5","1075","1076","2.23257577419281","2.1740589141845703","2.29109263420105"
"1969","1077.5","1077","1078","2.3035264015197754","2.300394296646118","2.3066585063934326"
"1970","1079.5","1079","1080","2.3595863580703735","2.322341203689575","2.396831512451172"
"1971","1081.5","1081","1082","2.4120633602142334","2.399284839630127","2.42484188079834"
"1972","1083.5","1083","1084","2.3748308420181274","2.3437695503234863","2.4058921337127686"
"1973","1085.5","1085","1086","2.232043981552124","2.193431854248047","2.270656108856201"
"1974","1087.5","1087","1088","2.2872453927993774","2.255159378051758","2.319331407546997"
"1975","1089.5","1089","1090","2.39519464969635","2.315124034881592","2.4752652645111084"
"1976","1091.5","1091","1092","2.42008376121521","2.390835762023926","2.449331760406494"
"1977","1093.5","1093","1094","2.358785390853882","2.2724828720092773","2.4450879096984863"
"1978","1095.5","1095","1096","2.3230819702148438","2.2825326919555664","2.363631248474121"
"1979","1097.5","1097","1098","2.281525135040283","2.2438905239105225","2.319159746170044"
"1980","1099.5","1099","1100","2.350502371788025","2.3428401947021484","2.3581645488739014"
"1981","1101.5","1101","1102","2.2533241510391235","2.1597180366516113","2.3469302654266357"
"1982","1103.5","1103","1104","2.488791584968567","2.416822910308838","2.560760259628296"
"1983","1105.5","1105","1106","2.266208529472351","2.2304787635803223","2.30193829536438"
"1984","1107.5","1107","1108","2.3774681091308594","2.3163607120513916","2.438575506210327"
"1985","1109.5","1109","1110","2.3961427211761475","2.3581809997558594","2.4341044425964355"
"1986","1111.5","1111","1112","2.3319947719573975","2.225594997406006","2.438394546508789"
"1987","1113.5","1113","1114","2.3878992795944214","2.3797659873962402","2.3960325717926025"
"1988","1115.5","1115","1116","2.278027057647705","2.277139663696289","2.278914451599121"
"1989","1117.5","1117","1118","2.2526406049728394","2.1845502853393555","2.3207309246063232"
"1990","1119.5","1119","1120","2.3161561489105225","2.2256789207458496","2.4066333770751953"
"1991","1121.5","1121","1122","2.2792927026748657","2.2676661014556885","2.290919303894043"
"1992","1123.5","1123","1124","2.3394176959991455","2.20632266998291","2.472512722015381"
"1993","1125.5","1125","1126","2.2615883350372314","2.2213802337646484","2.3017964363098145"
"1994","1127.5","1127","1128","2.251736283302307","2.1923792362213135","2.311093330383301"
"1995","1129.5","1129","1130","2.387468695640564","2.335841178894043","2.439096212387085"
"1996","1131.5","1131","1132","2.368538737297058","2.291995048522949","2.445082426071167"
"1997","1133.5","1133","1134","2.300694704055786","2.275573253631592","2.3258161544799805"
"1998","1135.5","1135","1136","2.265702486038208","2.213381767272949","2.318023204803467"
"1999","1137.5","1137","1138","2.4004018306732178","2.347913980484009","2.4528896808624268"
"2000","1139.5","1139","1140","2.2964627742767334","2.284989356994629","2.307936191558838"
"2001","1141.5","1141","1142","2.352838158607483","2.2598540782928467","2.445822238922119"
"2002","1143.5","1143","1144","2.291703224182129","2.2891197204589844","2.2942867279052734"
"2003","1145.5","1145","1146","2.314180016517639","2.2825074195861816","2.3458526134490967"
"2004","1147.5","1147","1148","2.4142980575561523","2.3989923000335693","2.4296038150787354"
"2005","1149.5","1149","1150","2.315850615501404","2.2711431980133057","2.360558032989502"
"2006","1151.5","1151","1152","2.3218557834625244","2.2437350749969482","2.3999764919281006"
"2007","1153.5","1153","1154","2.3147103786468506","2.278601884841919","2.3508188724517822"
"2008","1155.5","1155","1156","2.274374485015869","2.242086410522461","2.3066625595092773"
"2009","1157.5","1157","1158","2.273359775543213","2.242337703704834","2.304381847381592"
"2010","1159.5","1159","1160","2.170539140701294","2.164246082305908","2.1768321990966797"
"2011","1161.5","1161","1162","2.4115869998931885","2.378124952316284","2.4450490474700928"
"2012","1163.5","1163","1164","2.265960216522217","2.2407054901123047","2.291214942932129"
"2013","1165.5","1165","1166","2.2590972185134888","2.2044546604156494","2.313739776611328"
"2014","1167.5","1167","1168","2.400892496109009","2.3479673862457275","2.45381760597229"
"2015","1169.5","1169","1170","2.340462565422058","2.3050787448883057","2.3758463859558105"
"2016","1171.5","1171","1172","2.2705390453338623","2.265659809112549","2.275418281555176"
"2017","1173.5","1173","1174","2.3570669889450073","2.338221788406372","2.3759121894836426"
"2018","1175.5","1175","1176","2.278221845626831","2.1785764694213867","2.3778672218322754"
"2019","1177.5","1177","1178","2.4418084621429443","2.400885581970215","2.482731342315674"
"2020","1179.5","1179","1180","2.372217535972595","2.368778705596924","2.3756563663482666"
"2021","1181.5","1181","1182","2.206165909767151","2.1504740715026855","2.261857748031616"
"2022","1183.5","1183","1184","2.2839893102645874","2.180288076400757","2.387690544128418"
"2023","1185.5","1185","1186","2.394990086555481","2.278654098510742","2.5113260746002197"
"2024","1187.5","1187","1188","2.458112955093384","2.417867422103882","2.4983584880828857"
"2025","1189.5","1189","1190","2.2257566452026367","2.1896963119506836","2.26181697845459"
"2026","1191.5","1191","1192","2.3573132753372192","2.2650227546691895","2.449603796005249"
"2027","1193.5","1193","1194","2.2833516597747803","2.2737436294555664","2.292959690093994"
"2028","1195.5","1195","1196","2.3284642696380615","2.318633556365967","2.3382949829101562"
"2029","1197.5","1197","1198","2.248437285423279","2.182419776916504","2.3144547939300537"
"2030","1199.5","1199","1200","2.2365036010742188","2.203129291534424","2.2698779106140137"
"2031","1201.5","1201","1202","2.352821707725525","2.3192496299743652","2.3863937854766846"
"2032","1203.5","1203","1204","2.4103678464889526","2.4021222591400146","2.4186134338378906"
"2033","1205.5","1205","1206","2.419652819633484","2.3776628971099854","2.4616427421569824"
"2034","1207.5","1207","1208","2.4735647439956665","2.4117558002471924","2.5353736877441406"
"2035","1209.5","1209","1210","2.2437565326690674","2.2430219650268555","2.2444911003112793"
"2036","1211.5","1211","1212","2.326053023338318","2.252323627471924","2.399782419204712"
"2037","1213.5","1213","1214","2.124831438064575","2.081796646118164","2.1678662300109863"
"2038","1215.5","1215","1216","2.208638548851013","2.1470816135406494","2.270195484161377"
"2039","1217.5","1217","1218","2.298982858657837","2.232595443725586","2.365370273590088"
"2040","1219.5","1219","1220","2.3546406030654907","2.2636234760284424","2.445657730102539"
"2041","1221.5","1221","1222","2.287564754486084","2.254070997238159","2.321058511734009"
"2042","1223.5","1223","1224","2.3081568479537964","2.286402940750122","2.3299107551574707"
"2043","1225.5","1225","1226","2.3031150102615356","2.29518985748291","2.311040163040161"
"2044","1227.5","1227","1228","2.2866941690444946","2.2155463695526123","2.357841968536377"
"2045","1229.5","1229","1230","2.4484018087387085","2.389108180999756","2.507695436477661"
"2046","1231.5","1231","1232","2.2518434524536133","2.2197108268737793","2.2839760780334473"
"2047","1233.5","1233","1234","2.364535093307495","2.232239007949829","2.496831178665161"
"2048","1235.5","1235","1236","2.307462215423584","2.2979321479797363","2.3169922828674316"
"2049","1237.5","1237","1238","2.2410881519317627","2.18142032623291","2.3007559776306152"
"2050","1239.5","1239","1240","2.3200104236602783","2.258863925933838","2.3811569213867188"
"2051","1241.5","1241","1242","2.3204151391983032","2.280045986175537","2.3607842922210693"
"2052","1243.5","1243","1244","2.4344160556793213","2.396939277648926","2.471892833709717"
"2053","1245.5","1245","1246","2.4188908338546753","2.385894536972046","2.4518871307373047"
"2054","1247.5","1247","1248","2.338370680809021","2.2346041202545166","2.4421372413635254"
"2055","1249.5","1249","1250","2.36108934879303","2.34578800201416","2.3763906955718994"
"2056","1251.5","1251","1252","2.309645175933838","2.2512435913085938","2.368046760559082"
"2057","1253.5","1253","1254","2.3416014909744263","2.2946741580963135","2.388528823852539"
"2058","1255.5","1255","1256","2.3220289945602417","2.286789655685425","2.3572683334350586"
"2059","1257.5","1257","1258","2.3029963970184326","2.2936527729034424","2.312340021133423"
"2060","1259.5","1259","1260","2.433423399925232","2.3912465572357178","2.475600242614746"
"2061","1261.5","1261","1262","2.202693462371826","2.1871743202209473","2.218212604522705"
"2062","1263.5","1263","1264","2.3457127809524536","2.2516496181488037","2.4397759437561035"
"2063","1265.5","1265","1266","2.2948288917541504","2.2248151302337646","2.364842653274536"
"2064","1267.5","1267","1268","2.2577039003372192","2.1472890377044678","2.3681187629699707"
"2065","1269.5","1269","1270","2.333855152130127","2.2940945625305176","2.3736157417297363"
"2066","1271.5","1271","1272","2.426013469696045","2.3973467350006104","2.4546802043914795"
"2067","1273.5","1273","1274","2.3495289087295532","2.329730272293091","2.3693275451660156"
"2068","1275.5","1275","1276","2.3677254915237427","2.366337299346924","2.3691136837005615"
"2069","1277.5","1277","1278","2.3555208444595337","2.353025197982788","2.3580164909362793"
"2070","1279.5","1279","1280","2.311027765274048","2.138118267059326","2.4839372634887695"
"2071","1281.5","1281","1282","2.343556046485901","2.3149399757385254","2.3721721172332764"
"2072","1283.5","1283","1284","2.3367360830307007","2.308424949645996","2.3650472164154053"
"2073","1285.5","1285","1286","2.2801907062530518","2.2748332023620605","2.285548210144043"
"2074","1287.5","1287","1288","2.325541377067566","2.282945156097412","2.3681375980377197"
"2075","1289.5","1289","1290","2.4080389738082886","2.366767406463623","2.449310541152954"
"2076","1291.5","1291","1292","2.214074492454529","2.193359851837158","2.2347891330718994"
"2077","1293.5","1293","1294","2.1968657970428467","2.171369791030884","2.2223618030548096"
"2078","1295.5","1295","1296","2.2572141885757446","2.1409738063812256","2.3734545707702637"
"2079","1297.5","1297","1298","2.2977882623672485","2.297267436981201","2.298309087753296"
"2080","1299.5","1299","1300","2.2714425325393677","2.2148396968841553","2.32804536819458"
"2081","1301.5","1301","1302","2.378417134284973","2.2675466537475586","2.4892876148223877"
"2082","1303.5","1303","1304","2.4182169437408447","2.388481616973877","2.4479522705078125"
"2083","1305.5","1305","1306","2.2737098932266235","2.2697765827178955","2.2776432037353516"
"2084","1307.5","1307","1308","2.267592191696167","2.1762266159057617","2.3589577674865723"
"2085","1309.5","1309","1310","2.4520684480667114","2.401421308517456","2.502715587615967"
"2086","1311.5","1311","1312","2.2937005758285522","2.278031349182129","2.3093698024749756"
"2087","1313.5","1313","1314","2.3099448680877686","2.2766079902648926","2.3432817459106445"
"2088","1315.5","1315","1316","2.191778302192688","2.176887273788452","2.206669330596924"
"2089","1317.5","1317","1318","2.201508641242981","2.201148509979248","2.201868772506714"
"2090","1319.5","1319","1320","2.2983425855636597","2.2051939964294434","2.391491174697876"
"2091","1321.5","1321","1322","2.273567318916321","2.195100784301758","2.352033853530884"
"2092","1323.5","1323","1324","2.254225015640259","2.181702136993408","2.3267478942871094"
"2093","1325.5","1325","1326","2.302042603492737","2.2601051330566406","2.343980073928833"
"2094","1327.5","1327","1328","2.334194779396057","2.277167797088623","2.391221761703491"
"2095","1329.5","1329","1330","2.286696195602417","2.2167487144470215","2.3566436767578125"
"2096","1331.5","1331","1332","2.274725079536438","2.177807092666626","2.37164306640625"
"2097","1333.5","1333","1334","2.257126808166504","2.1864821910858154","2.3277714252471924"
"2098","1335.5","1335","1336","2.305527687072754","2.3025035858154297","2.308551788330078"
"2099","1337.5","1337","1338","2.3737850189208984","2.2939019203186035","2.4536681175231934"
"2100","1339.5","1339","1340","2.276986002922058","2.2357850074768066","2.3181869983673096"
"2101","1341.5","1341","1342","2.2499101161956787","2.1423230171203613","2.357497215270996"
"2102","1343.5","1343","1344","2.39412784576416","2.3742318153381348","2.4140238761901855"
"2103","1345.5","1345","1346","2.1483184099197388","2.0994677543640137","2.197169065475464"
"2104","1347.5","1347","1348","2.3046185970306396","2.27764630317688","2.3315908908843994"
"2105","1349.5","1349","1350","2.2991089820861816","2.2612085342407227","2.3370094299316406"
"2106","1351.5","1351","1352","2.4075980186462402","2.3899009227752686","2.425295114517212"
"2107","1353.5","1353","1354","2.425981044769287","2.301612615585327","2.550349473953247"
"2108","1355.5","1355","1356","2.4046549797058105","2.35638165473938","2.452928304672241"
"2109","1357.5","1357","1358","2.4410570859909058","2.327138662338257","2.5549755096435547"
"2110","1359.5","1359","1360","2.240607976913452","2.2100908756256104","2.271125078201294"
"2111","1361.5","1361","1362","2.3549684286117554","2.3201749324798584","2.3897619247436523"
"2112","1363.5","1363","1364","2.280339002609253","2.263399124145508","2.297278881072998"
"2113","1365.5","1365","1366","2.456446886062622","2.4325947761535645","2.4802989959716797"
"2114","1367.5","1367","1368","2.258808970451355","2.2349672317504883","2.2826507091522217"
"2115","1369.5","1369","1370","2.271117091178894","2.258999824523926","2.2832343578338623"
"2116","1371.5","1371","1372","2.255627155303955","2.175507068634033","2.335747241973877"
"2117","1373.5","1373","1374","2.3734538555145264","2.3384244441986084","2.4084832668304443"
"2118","1375.5","1375","1376","2.350338935852051","2.329927921295166","2.3707499504089355"
"2119","1377.5","1377","1378","2.29026460647583","2.258226156234741","2.322303056716919"
