"optimizer_step","recur1b-mig-234 - _step","recur1b-mig-234 - _step__MIN","recur1b-mig-234 - _step__MAX","recur1b-mig-234 - val_loss_1","recur1b-mig-234 - val_loss_1__MIN","recur1b-mig-234 - val_loss_1__MAX","recur1b-mig-234 - val_loss_2","recur1b-mig-234 - val_loss_2__MIN","recur1b-mig-234 - val_loss_2__MAX","recur1b-mig-234 - val_loss_4","recur1b-mig-234 - val_loss_4__MIN","recur1b-mig-234 - val_loss_4__MAX","recur1b-mig-234 - val_loss_8","recur1b-mig-234 - val_loss_8__MIN","recur1b-mig-234 - val_loss_8__MAX","recur1b-mig-234 - val_loss_16","recur1b-mig-234 - val_loss_16__MIN","recur1b-mig-234 - val_loss_16__MAX"
"1696","531","531","531","4.808569431304932","4.808569431304932","4.808569431304932","3.691243886947632","3.691243886947632","3.691243886947632","3.312814235687256","3.312814235687256","3.312814235687256","3.255483627319336","3.255483627319336","3.255483627319336","3.2537755966186523","3.2537755966186523","3.2537755966186523"
"1712","563","563","563","4.795529365539551","4.795529365539551","4.795529365539551","3.6875791549682617","3.6875791549682617","3.6875791549682617","3.3103649616241455","3.3103649616241455","3.3103649616241455","3.252598524093628","3.252598524093628","3.252598524093628","3.250904083251953","3.250904083251953","3.250904083251953"
"1728","595","595","595","4.783621311187744","4.783621311187744","4.783621311187744","3.682729482650757","3.682729482650757","3.682729482650757","3.3070521354675293","3.3070521354675293","3.3070521354675293","3.250134229660034","3.250134229660034","3.250134229660034","3.2484822273254395","3.2484822273254395","3.2484822273254395"
"1744","627","627","627","4.784878253936768","4.784878253936768","4.784878253936768","3.6759958267211914","3.6759958267211914","3.6759958267211914","3.3022961616516113","3.3022961616516113","3.3022961616516113","3.245148181915283","3.245148181915283","3.245148181915283","3.243441343307495","3.243441343307495","3.243441343307495"
"1760","659","659","659","4.781465530395508","4.781465530395508","4.781465530395508","3.675126075744629","3.675126075744629","3.675126075744629","3.2998781204223633","3.2998781204223633","3.2998781204223633","3.2431530952453613","3.2431530952453613","3.2431530952453613","3.2414817810058594","3.2414817810058594","3.2414817810058594"
"1776","691","691","691","4.775922775268555","4.775922775268555","4.775922775268555","3.667541980743408","3.667541980743408","3.667541980743408","3.2981042861938477","3.2981042861938477","3.2981042861938477","3.2415146827697754","3.2415146827697754","3.2415146827697754","3.23997163772583","3.23997163772583","3.23997163772583"
"1792","723","723","723","4.754255771636963","4.754255771636963","4.754255771636963","3.6648502349853516","3.6648502349853516","3.6648502349853516","3.2969324588775635","3.2969324588775635","3.2969324588775635","3.2401535511016846","3.2401535511016846","3.2401535511016846","3.2386422157287598","3.2386422157287598","3.2386422157287598"
"1808","755","755","755","4.744051933288574","4.744051933288574","4.744051933288574","3.660801887512207","3.660801887512207","3.660801887512207","3.291076421737671","3.291076421737671","3.291076421737671","3.234752655029297","3.234752655029297","3.234752655029297","3.2332839965820312","3.2332839965820312","3.2332839965820312"
"1824","787","787","787","4.735645294189453","4.735645294189453","4.735645294189453","3.655933380126953","3.655933380126953","3.655933380126953","3.2872729301452637","3.2872729301452637","3.2872729301452637","3.23115873336792","3.23115873336792","3.23115873336792","3.229635000228882","3.229635000228882","3.229635000228882"
"1840","819","819","819","4.72792387008667","4.72792387008667","4.72792387008667","3.651616096496582","3.651616096496582","3.651616096496582","3.2851860523223877","3.2851860523223877","3.2851860523223877","3.229963779449463","3.229963779449463","3.229963779449463","3.2285842895507812","3.2285842895507812","3.2285842895507812"
"1856","851","851","851","4.727139949798584","4.727139949798584","4.727139949798584","3.645031452178955","3.645031452178955","3.645031452178955","3.28031325340271","3.28031325340271","3.28031325340271","3.2255005836486816","3.2255005836486816","3.2255005836486816","3.223886489868164","3.223886489868164","3.223886489868164"
"1872","883","883","883","4.714356422424316","4.714356422424316","4.714356422424316","3.638612985610962","3.638612985610962","3.638612985610962","3.2769885063171387","3.2769885063171387","3.2769885063171387","3.2222204208374023","3.2222204208374023","3.2222204208374023","3.2207868099212646","3.2207868099212646","3.2207868099212646"
"1888","915","915","915","4.700733661651611","4.700733661651611","4.700733661651611","3.633657932281494","3.633657932281494","3.633657932281494","3.2733354568481445","3.2733354568481445","3.2733354568481445","3.219048261642456","3.219048261642456","3.219048261642456","3.2175137996673584","3.2175137996673584","3.2175137996673584"
"1904","947","947","947","4.69813346862793","4.69813346862793","4.69813346862793","3.6310009956359863","3.6310009956359863","3.6310009956359863","3.272230625152588","3.272230625152588","3.272230625152588","3.2180604934692383","3.2180604934692383","3.2180604934692383","3.2166659832000732","3.2166659832000732","3.2166659832000732"
"1920","979","979","979","4.6906304359436035","4.6906304359436035","4.6906304359436035","3.630742073059082","3.630742073059082","3.630742073059082","3.269026279449463","3.269026279449463","3.269026279449463","3.214824914932251","3.214824914932251","3.214824914932251","3.2133443355560303","3.2133443355560303","3.2133443355560303"
"1936","1011","1011","1011","4.674708366394043","4.674708366394043","4.674708366394043","3.6240768432617188","3.6240768432617188","3.6240768432617188","3.2668416500091553","3.2668416500091553","3.2668416500091553","3.213913679122925","3.213913679122925","3.213913679122925","3.2126219272613525","3.2126219272613525","3.2126219272613525"
"1952","1043","1043","1043","4.667840957641602","4.667840957641602","4.667840957641602","3.6174206733703613","3.6174206733703613","3.6174206733703613","3.2625412940979004","3.2625412940979004","3.2625412940979004","3.2086472511291504","3.2086472511291504","3.2086472511291504","3.2072997093200684","3.2072997093200684","3.2072997093200684"
"1968","1075","1075","1075","4.670246124267578","4.670246124267578","4.670246124267578","3.614041566848755","3.614041566848755","3.614041566848755","3.258676290512085","3.258676290512085","3.258676290512085","3.205928325653076","3.205928325653076","3.205928325653076","3.20451283454895","3.20451283454895","3.20451283454895"
"1984","1107","1107","1107","4.663473129272461","4.663473129272461","4.663473129272461","3.6096854209899902","3.6096854209899902","3.6096854209899902","3.256866693496704","3.256866693496704","3.256866693496704","3.2048659324645996","3.2048659324645996","3.2048659324645996","3.2035369873046875","3.2035369873046875","3.2035369873046875"
"2000","1139","1139","1139","4.649636268615723","4.649636268615723","4.649636268615723","3.604896068572998","3.604896068572998","3.604896068572998","3.2511706352233887","3.2511706352233887","3.2511706352233887","3.199143409729004","3.199143409729004","3.199143409729004","3.1977367401123047","3.1977367401123047","3.1977367401123047"
"2016","1171","1171","1171","4.64339542388916","4.64339542388916","4.64339542388916","3.6040303707122803","3.6040303707122803","3.6040303707122803","3.250690460205078","3.250690460205078","3.250690460205078","3.199077844619751","3.199077844619751","3.199077844619751","3.1975154876708984","3.1975154876708984","3.1975154876708984"
"2032","1203","1203","1203","4.6394782066345215","4.6394782066345215","4.6394782066345215","3.5982933044433594","3.5982933044433594","3.5982933044433594","3.247614860534668","3.247614860534668","3.247614860534668","3.1953163146972656","3.1953163146972656","3.1953163146972656","3.1937649250030518","3.1937649250030518","3.1937649250030518"
"2048","1235","1235","1235","4.633758544921875","4.633758544921875","4.633758544921875","3.5929460525512695","3.5929460525512695","3.5929460525512695","3.2445931434631348","3.2445931434631348","3.2445931434631348","3.192359209060669","3.192359209060669","3.192359209060669","3.1909117698669434","3.1909117698669434","3.1909117698669434"
"2064","1267","1267","1267","4.624049663543701","4.624049663543701","4.624049663543701","3.5898597240448","3.5898597240448","3.5898597240448","3.240352153778076","3.240352153778076","3.240352153778076","3.1887872219085693","3.1887872219085693","3.1887872219085693","3.187370538711548","3.187370538711548","3.187370538711548"
"2080","1299","1299","1299","4.623788356781006","4.623788356781006","4.623788356781006","3.588005304336548","3.588005304336548","3.588005304336548","3.2396605014801025","3.2396605014801025","3.2396605014801025","3.187743902206421","3.187743902206421","3.187743902206421","3.186418294906616","3.186418294906616","3.186418294906616"
"2096","1331","1331","1331","4.62633752822876","4.62633752822876","4.62633752822876","3.5849545001983643","3.5849545001983643","3.5849545001983643","3.237583637237549","3.237583637237549","3.237583637237549","3.1860501766204834","3.1860501766204834","3.1860501766204834","3.184695243835449","3.184695243835449","3.184695243835449"
"2112","1363","1363","1363","4.622053146362305","4.622053146362305","4.622053146362305","3.579686403274536","3.579686403274536","3.579686403274536","3.2325117588043213","3.2325117588043213","3.2325117588043213","3.181946277618408","3.181946277618408","3.181946277618408","3.1806743144989014","3.1806743144989014","3.1806743144989014"
"2128","1395","1395","1395","4.615459442138672","4.615459442138672","4.615459442138672","3.579202890396118","3.579202890396118","3.579202890396118","3.232171058654785","3.232171058654785","3.232171058654785","3.181619644165039","3.181619644165039","3.181619644165039","3.1803081035614014","3.1803081035614014","3.1803081035614014"
"2144","1427","1427","1427","4.610982894897461","4.610982894897461","4.610982894897461","3.573753833770752","3.573753833770752","3.573753833770752","3.229539394378662","3.229539394378662","3.229539394378662","3.178943157196045","3.178943157196045","3.178943157196045","3.177593946456909","3.177593946456909","3.177593946456909"
"2160","1459","1459","1459","4.621333599090576","4.621333599090576","4.621333599090576","3.572706937789917","3.572706937789917","3.572706937789917","3.2257301807403564","3.2257301807403564","3.2257301807403564","3.175105571746826","3.175105571746826","3.175105571746826","3.173734426498413","3.173734426498413","3.173734426498413"
"2176","1491","1491","1491","4.609542369842529","4.609542369842529","4.609542369842529","3.5693037509918213","3.5693037509918213","3.5693037509918213","3.226346492767334","3.226346492767334","3.226346492767334","3.1756763458251953","3.1756763458251953","3.1756763458251953","3.174201250076294","3.174201250076294","3.174201250076294"
"2192","1523","1523","1523","4.604160308837891","4.604160308837891","4.604160308837891","3.5666561126708984","3.5666561126708984","3.5666561126708984","3.2222976684570312","3.2222976684570312","3.2222976684570312","3.172089099884033","3.172089099884033","3.172089099884033","3.170654296875","3.170654296875","3.170654296875"
"2208","1555","1555","1555","4.607401371002197","4.607401371002197","4.607401371002197","3.5664987564086914","3.5664987564086914","3.5664987564086914","3.2206485271453857","3.2206485271453857","3.2206485271453857","3.169661045074463","3.169661045074463","3.169661045074463","3.1681666374206543","3.1681666374206543","3.1681666374206543"
"2224","1587","1587","1587","3.257911443710327","3.257911443710327","3.257911443710327","2.0909531116485596","2.0909531116485596","2.0909531116485596","1.736375093460083","1.736375093460083","1.736375093460083","1.688482642173767","1.688482642173767","1.688482642173767","1.6879353523254395","1.6879353523254395","1.6879353523254395"
"2240","1619","1619","1619","3.1155006885528564","3.1155006885528564","3.1155006885528564","1.926809549331665","1.926809549331665","1.926809549331665","1.560990571975708","1.560990571975708","1.560990571975708","1.5141681432724","1.5141681432724","1.5141681432724","1.5134862661361694","1.5134862661361694","1.5134862661361694"
"2256","1651","1651","1651","3.032855272293091","3.032855272293091","3.032855272293091","1.8234764337539673","1.8234764337539673","1.8234764337539673","1.458101511001587","1.458101511001587","1.458101511001587","1.4123753309249878","1.4123753309249878","1.4123753309249878","1.4115098714828491","1.4115098714828491","1.4115098714828491"
"2272","1683","1683","1683","2.960416793823242","2.960416793823242","2.960416793823242","1.7586276531219482","1.7586276531219482","1.7586276531219482","1.3932102918624878","1.3932102918624878","1.3932102918624878","1.3501300811767578","1.3501300811767578","1.3501300811767578","1.3496785163879395","1.3496785163879395","1.3496785163879395"
"2288","1715","1715","1715","2.9113893508911133","2.9113893508911133","2.9113893508911133","1.7048636674880981","1.7048636674880981","1.7048636674880981","1.350793480873108","1.350793480873108","1.350793480873108","1.3083709478378296","1.3083709478378296","1.3083709478378296","1.3083113431930542","1.3083113431930542","1.3083113431930542"
"2304","1747","1747","1747","2.8684849739074707","2.8684849739074707","2.8684849739074707","1.6551711559295654","1.6551711559295654","1.6551711559295654","1.3112868070602417","1.3112868070602417","1.3112868070602417","1.270065426826477","1.270065426826477","1.270065426826477","1.2696961164474487","1.2696961164474487","1.2696961164474487"
"2320","1779","1779","1779","2.8259284496307373","2.8259284496307373","2.8259284496307373","1.6303067207336426","1.6303067207336426","1.6303067207336426","1.2891653776168823","1.2891653776168823","1.2891653776168823","1.2504220008850098","1.2504220008850098","1.2504220008850098","1.2495675086975098","1.2495675086975098","1.2495675086975098"
"2336","1811","1811","1811","2.781679153442383","2.781679153442383","2.781679153442383","1.6047877073287964","1.6047877073287964","1.6047877073287964","1.2663768529891968","1.2663768529891968","1.2663768529891968","1.2276920080184937","1.2276920080184937","1.2276920080184937","1.2270818948745728","1.2270818948745728","1.2270818948745728"
"2352","1843","1843","1843","2.7642078399658203","2.7642078399658203","2.7642078399658203","1.580930471420288","1.580930471420288","1.580930471420288","1.2455946207046509","1.2455946207046509","1.2455946207046509","1.2068926095962524","1.2068926095962524","1.2068926095962524","1.2060490846633911","1.2060490846633911","1.2060490846633911"
