"total_tokens","_step","_step__MIN","_step__MAX","val_loss_1","val_loss_1__MIN","val_loss_1__MAX","val_loss_2","val_loss_2__MIN","val_loss_2__MAX","val_loss_4","val_loss_4__MIN","val_loss_4__MAX","val_loss_8","val_loss_8__MIN","val_loss_8__MAX","val_loss_16","val_loss_16__MIN","val_loss_16__MAX"
"721420288","2751","2751","2751","3.5038726329803467","3.5038726329803467","3.5038726329803467","3.2488670349121094","3.2488670349121094","3.2488670349121094","3.1820383071899414","3.1820383071899414","3.1820383071899414","3.1759562492370605","3.1759562492370605","3.1759562492370605","3.1758174896240234","3.1758174896240234","3.1758174896240234"
"729808896","2783","2783","2783","3.5128467082977295","3.5128467082977295","3.5128467082977295","3.249807119369507","3.249807119369507","3.249807119369507","3.1820695400238037","3.1820695400238037","3.1820695400238037","3.1756041049957275","3.1756041049957275","3.1756041049957275","3.175612211227417","3.175612211227417","3.175612211227417"
"738197504","2815","2815","2815","3.49751615524292","3.49751615524292","3.49751615524292","3.2390263080596924","3.2390263080596924","3.2390263080596924","3.172024726867676","3.172024726867676","3.172024726867676","3.166107654571533","3.166107654571533","3.166107654571533","3.1658108234405518","3.1658108234405518","3.1658108234405518"
"746586112","2847","2847","2847","3.5040462017059326","3.5040462017059326","3.5040462017059326","3.2409489154815674","3.2409489154815674","3.2409489154815674","3.172318458557129","3.172318458557129","3.172318458557129","3.166053295135498","3.166053295135498","3.166053295135498","3.165911912918091","3.165911912918091","3.165911912918091"
"754974720","2879","2879","2879","3.489778757095337","3.489778757095337","3.489778757095337","3.232741594314575","3.232741594314575","3.232741594314575","3.165654182434082","3.165654182434082","3.165654182434082","3.159421920776367","3.159421920776367","3.159421920776367","3.1594440937042236","3.1594440937042236","3.1594440937042236"
"763363328","2911","2911","2911","3.4867961406707764","3.4867961406707764","3.4867961406707764","3.230889320373535","3.230889320373535","3.230889320373535","3.165411949157715","3.165411949157715","3.165411949157715","3.1586828231811523","3.1586828231811523","3.1586828231811523","3.158644437789917","3.158644437789917","3.158644437789917"
"771751936","2943","2943","2943","3.487455368041992","3.487455368041992","3.487455368041992","3.232516050338745","3.232516050338745","3.232516050338745","3.1661524772644043","3.1661524772644043","3.1661524772644043","3.15942120552063","3.15942120552063","3.15942120552063","3.1593310832977295","3.1593310832977295","3.1593310832977295"
"780140544","2975","2975","2975","3.4777333736419678","3.4777333736419678","3.4777333736419678","3.2263762950897217","3.2263762950897217","3.2263762950897217","3.158140182495117","3.158140182495117","3.158140182495117","3.1519436836242676","3.1519436836242676","3.1519436836242676","3.151686906814575","3.151686906814575","3.151686906814575"
"788529152","3007","3007","3007","3.479094982147217","3.479094982147217","3.479094982147217","3.222032308578491","3.222032308578491","3.222032308578491","3.154736042022705","3.154736042022705","3.154736042022705","3.147845506668091","3.147845506668091","3.147845506668091","3.1477456092834473","3.1477456092834473","3.1477456092834473"
"796917760","3039","3039","3039","3.474673271179199","3.474673271179199","3.474673271179199","3.218201160430908","3.218201160430908","3.218201160430908","3.152020215988159","3.152020215988159","3.152020215988159","3.14538311958313","3.14538311958313","3.14538311958313","3.145266056060791","3.145266056060791","3.145266056060791"
"805306368","3071","3071","3071","3.475541830062866","3.475541830062866","3.475541830062866","3.2204864025115967","3.2204864025115967","3.2204864025115967","3.1557061672210693","3.1557061672210693","3.1557061672210693","3.148890256881714","3.148890256881714","3.148890256881714","3.148547410964966","3.148547410964966","3.148547410964966"
"813694976","3103","3103","3103","3.4726381301879883","3.4726381301879883","3.4726381301879883","3.2173781394958496","3.2173781394958496","3.2173781394958496","3.150681734085083","3.150681734085083","3.150681734085083","3.1443471908569336","3.1443471908569336","3.1443471908569336","3.144090414047241","3.144090414047241","3.144090414047241"
"822083584","3135","3135","3135","3.465862989425659","3.465862989425659","3.465862989425659","3.210810422897339","3.210810422897339","3.210810422897339","3.1436052322387695","3.1436052322387695","3.1436052322387695","3.1376683712005615","3.1376683712005615","3.1376683712005615","3.1376802921295166","3.1376802921295166","3.1376802921295166"
"830472192","3167","3167","3167","3.464308500289917","3.464308500289917","3.464308500289917","3.2087621688842773","3.2087621688842773","3.2087621688842773","3.1414124965667725","3.1414124965667725","3.1414124965667725","3.134823799133301","3.134823799133301","3.134823799133301","3.134751558303833","3.134751558303833","3.134751558303833"
"838860800","3199","3199","3199","3.463465690612793","3.463465690612793","3.463465690612793","3.2079522609710693","3.2079522609710693","3.2079522609710693","3.1403863430023193","3.1403863430023193","3.1403863430023193","3.133873224258423","3.133873224258423","3.133873224258423","3.1340954303741455","3.1340954303741455","3.1340954303741455"
"847249408","3231","3231","3231","3.454761505126953","3.454761505126953","3.454761505126953","3.203245162963867","3.203245162963867","3.203245162963867","3.1381781101226807","3.1381781101226807","3.1381781101226807","3.131256103515625","3.131256103515625","3.131256103515625","3.1310794353485107","3.1310794353485107","3.1310794353485107"
"855638016","3263","3263","3263","3.463310480117798","3.463310480117798","3.463310480117798","3.2050228118896484","3.2050228118896484","3.2050228118896484","3.1365280151367188","3.1365280151367188","3.1365280151367188","3.1297824382781982","3.1297824382781982","3.1297824382781982","3.1299703121185303","3.1299703121185303","3.1299703121185303"
"864026624","3295","3295","3295","3.45597505569458","3.45597505569458","3.45597505569458","3.2009541988372803","3.2009541988372803","3.2009541988372803","3.134211301803589","3.134211301803589","3.134211301803589","3.1276233196258545","3.1276233196258545","3.1276233196258545","3.127755641937256","3.127755641937256","3.127755641937256"
"872415232","3327","3327","3327","3.4512767791748047","3.4512767791748047","3.4512767791748047","3.1965160369873047","3.1965160369873047","3.1965160369873047","3.1283199787139893","3.1283199787139893","3.1283199787139893","3.1220250129699707","3.1220250129699707","3.1220250129699707","3.121887445449829","3.121887445449829","3.121887445449829"
"880803840","3359","3359","3359","3.4521777629852295","3.4521777629852295","3.4521777629852295","3.1957483291625977","3.1957483291625977","3.1957483291625977","3.128758430480957","3.128758430480957","3.128758430480957","3.1222872734069824","3.1222872734069824","3.1222872734069824","3.1224565505981445","3.1224565505981445","3.1224565505981445"
"889192448","3391","3391","3391","3.4478981494903564","3.4478981494903564","3.4478981494903564","3.1948559284210205","3.1948559284210205","3.1948559284210205","3.1288349628448486","3.1288349628448486","3.1288349628448486","3.1221683025360107","3.1221683025360107","3.1221683025360107","3.122075080871582","3.122075080871582","3.122075080871582"
"897581056","3423","3423","3423","3.4496452808380127","3.4496452808380127","3.4496452808380127","3.195812940597534","3.195812940597534","3.195812940597534","3.1294374465942383","3.1294374465942383","3.1294374465942383","3.1231329441070557","3.1231329441070557","3.1231329441070557","3.1230180263519287","3.1230180263519287","3.1230180263519287"
"905969664","3455","3455","3455","3.4483838081359863","3.4483838081359863","3.4483838081359863","3.1927859783172607","3.1927859783172607","3.1927859783172607","3.125804901123047","3.125804901123047","3.125804901123047","3.1195483207702637","3.1195483207702637","3.1195483207702637","3.119518756866455","3.119518756866455","3.119518756866455"
"914358272","3487","3487","3487","3.4546072483062744","3.4546072483062744","3.4546072483062744","3.197005033493042","3.197005033493042","3.197005033493042","3.1293656826019287","3.1293656826019287","3.1293656826019287","3.122514247894287","3.122514247894287","3.122514247894287","3.1224396228790283","3.1224396228790283","3.1224396228790283"
"922746880","3519","3519","3519","3.4468090534210205","3.4468090534210205","3.4468090534210205","3.1900181770324707","3.1900181770324707","3.1900181770324707","3.1238691806793213","3.1238691806793213","3.1238691806793213","3.1177022457122803","3.1177022457122803","3.1177022457122803","3.117794990539551","3.117794990539551","3.117794990539551"
"931135488","3551","3551","3551","3.435065507888794","3.435065507888794","3.435065507888794","3.1805474758148193","3.1805474758148193","3.1805474758148193","3.114689350128174","3.114689350128174","3.114689350128174","3.1085922718048096","3.1085922718048096","3.1085922718048096","3.108579635620117","3.108579635620117","3.108579635620117"
"939524096","3583","3583","3583","3.435473918914795","3.435473918914795","3.435473918914795","3.1819863319396973","3.1819863319396973","3.1819863319396973","3.117093324661255","3.117093324661255","3.117093324661255","3.110581636428833","3.110581636428833","3.110581636428833","3.110609769821167","3.110609769821167","3.110609769821167"
"947912704","3615","3615","3615","3.430955648422241","3.430955648422241","3.430955648422241","3.1812572479248047","3.1812572479248047","3.1812572479248047","3.1155059337615967","3.1155059337615967","3.1155059337615967","3.1100800037384033","3.1100800037384033","3.1100800037384033","3.109893798828125","3.109893798828125","3.109893798828125"
"956301312","3647","3647","3647","3.4346296787261963","3.4346296787261963","3.4346296787261963","3.1865735054016113","3.1865735054016113","3.1865735054016113","3.1187164783477783","3.1187164783477783","3.1187164783477783","3.111987352371216","3.111987352371216","3.111987352371216","3.111987829208374","3.111987829208374","3.111987829208374"
"964689920","3679","3679","3679","3.4379310607910156","3.4379310607910156","3.4379310607910156","3.1828808784484863","3.1828808784484863","3.1828808784484863","3.114154100418091","3.114154100418091","3.114154100418091","3.1067516803741455","3.1067516803741455","3.1067516803741455","3.1066806316375732","3.1066806316375732","3.1066806316375732"
"973078528","3711","3711","3711","3.4366514682769775","3.4366514682769775","3.4366514682769775","3.180131673812866","3.180131673812866","3.180131673812866","3.111368417739868","3.111368417739868","3.111368417739868","3.1053719520568848","3.1053719520568848","3.1053719520568848","3.105377435684204","3.105377435684204","3.105377435684204"
"981467136","3743","3743","3743","3.4460103511810303","3.4460103511810303","3.4460103511810303","3.1854045391082764","3.1854045391082764","3.1854045391082764","3.115312337875366","3.115312337875366","3.115312337875366","3.109196186065674","3.109196186065674","3.109196186065674","3.109196662902832","3.109196662902832","3.109196662902832"
"989855744","3775","3775","3775","3.4381139278411865","3.4381139278411865","3.4381139278411865","3.1782777309417725","3.1782777309417725","3.1782777309417725","3.1101760864257812","3.1101760864257812","3.1101760864257812","3.1038970947265625","3.1038970947265625","3.1038970947265625","3.1037099361419678","3.1037099361419678","3.1037099361419678"
"998244352","3807","3807","3807","3.4349608421325684","3.4349608421325684","3.4349608421325684","3.176032543182373","3.176032543182373","3.176032543182373","3.107832670211792","3.107832670211792","3.107832670211792","3.101109266281128","3.101109266281128","3.101109266281128","3.1009156703948975","3.1009156703948975","3.1009156703948975"
"1006632960","3839","3839","3839","3.4194304943084717","3.4194304943084717","3.4194304943084717","3.1632330417633057","3.1632330417633057","3.1632330417633057","3.095055103302002","3.095055103302002","3.095055103302002","3.088592529296875","3.088592529296875","3.088592529296875","3.088383674621582","3.088383674621582","3.088383674621582"
"1015021568","3871","3871","3871","3.4296398162841797","3.4296398162841797","3.4296398162841797","3.174640417098999","3.174640417098999","3.174640417098999","3.1070823669433594","3.1070823669433594","3.1070823669433594","3.1004717350006104","3.1004717350006104","3.1004717350006104","3.100114107131958","3.100114107131958","3.100114107131958"
"1023410176","3903","3903","3903","3.424373149871826","3.424373149871826","3.424373149871826","3.171797513961792","3.171797513961792","3.171797513961792","3.1044082641601562","3.1044082641601562","3.1044082641601562","3.0975778102874756","3.0975778102874756","3.0975778102874756","3.0975143909454346","3.0975143909454346","3.0975143909454346"
"1031798784","3935","3935","3935","3.43157696723938","3.43157696723938","3.43157696723938","3.174565076828003","3.174565076828003","3.174565076828003","3.1045444011688232","3.1045444011688232","3.1045444011688232","3.0980923175811768","3.0980923175811768","3.0980923175811768","3.0981013774871826","3.0981013774871826","3.0981013774871826"
"1040187392","3967","3967","3967","3.427445411682129","3.427445411682129","3.427445411682129","3.1778228282928467","3.1778228282928467","3.1778228282928467","3.10886287689209","3.10886287689209","3.10886287689209","3.102616548538208","3.102616548538208","3.102616548538208","3.102548837661743","3.102548837661743","3.102548837661743"
"1048576000","3999","3999","3999","3.4199090003967285","3.4199090003967285","3.4199090003967285","3.1695306301116943","3.1695306301116943","3.1695306301116943","3.102442502975464","3.102442502975464","3.102442502975464","3.095789670944214","3.095789670944214","3.095789670944214","3.095576763153076","3.095576763153076","3.095576763153076"
"1056964608","4031","4031","4031","3.4139280319213867","3.4139280319213867","3.4139280319213867","3.161668539047241","3.161668539047241","3.161668539047241","3.095417022705078","3.095417022705078","3.095417022705078","3.0881288051605225","3.0881288051605225","3.0881288051605225","3.0879101753234863","3.0879101753234863","3.0879101753234863"
"1065353216","4063","4063","4063","3.416106700897217","3.416106700897217","3.416106700897217","3.159071683883667","3.159071683883667","3.159071683883667","3.0907299518585205","3.0907299518585205","3.0907299518585205","3.0837221145629883","3.0837221145629883","3.0837221145629883","3.083571195602417","3.083571195602417","3.083571195602417"
"1073741824","4095","4095","4095","3.415529489517212","3.415529489517212","3.415529489517212","3.160365343093872","3.160365343093872","3.160365343093872","3.0925629138946533","3.0925629138946533","3.0925629138946533","3.0860512256622314","3.0860512256622314","3.0860512256622314","3.08585786819458","3.08585786819458","3.08585786819458"
"1082130432","4127","4127","4127","3.4088640213012695","3.4088640213012695","3.4088640213012695","3.156928062438965","3.156928062438965","3.156928062438965","3.0889885425567627","3.0889885425567627","3.0889885425567627","3.082381248474121","3.082381248474121","3.082381248474121","3.082324743270874","3.082324743270874","3.082324743270874"
"1090519040","4159","4159","4159","3.4221012592315674","3.4221012592315674","3.4221012592315674","3.1675431728363037","3.1675431728363037","3.1675431728363037","3.099120616912842","3.099120616912842","3.099120616912842","3.0929372310638428","3.0929372310638428","3.0929372310638428","3.0928568840026855","3.0928568840026855","3.0928568840026855"
"1098907648","4191","4191","4191","3.4107229709625244","3.4107229709625244","3.4107229709625244","3.1538796424865723","3.1538796424865723","3.1538796424865723","3.085974931716919","3.085974931716919","3.085974931716919","3.079446315765381","3.079446315765381","3.079446315765381","3.0793211460113525","3.0793211460113525","3.0793211460113525"
"1107296256","4223","4223","4223","3.4055492877960205","3.4055492877960205","3.4055492877960205","3.1506221294403076","3.1506221294403076","3.1506221294403076","3.0828285217285156","3.0828285217285156","3.0828285217285156","3.0757412910461426","3.0757412910461426","3.0757412910461426","3.075657606124878","3.075657606124878","3.075657606124878"
"1115684864","4255","4255","4255","3.405813455581665","3.405813455581665","3.405813455581665","3.159337043762207","3.159337043762207","3.159337043762207","3.087642192840576","3.087642192840576","3.087642192840576","3.080662250518799","3.080662250518799","3.080662250518799","3.0805068016052246","3.0805068016052246","3.0805068016052246"
"1124073472","4287","4287","4287","3.409947395324707","3.409947395324707","3.409947395324707","3.1533989906311035","3.1533989906311035","3.1533989906311035","3.0844333171844482","3.0844333171844482","3.0844333171844482","3.077033519744873","3.077033519744873","3.077033519744873","3.0768110752105713","3.0768110752105713","3.0768110752105713"
"1132462080","4319","4319","4319","3.4068541526794434","3.4068541526794434","3.4068541526794434","3.153249502182007","3.153249502182007","3.153249502182007","3.0820229053497314","3.0820229053497314","3.0820229053497314","3.0756216049194336","3.0756216049194336","3.0756216049194336","3.0754144191741943","3.0754144191741943","3.0754144191741943"
"1140850688","4351","4351","4351","3.40677547454834","3.40677547454834","3.40677547454834","3.1468889713287354","3.1468889713287354","3.1468889713287354","3.0758864879608154","3.0758864879608154","3.0758864879608154","3.069103956222534","3.069103956222534","3.069103956222534","3.0691592693328857","3.0691592693328857","3.0691592693328857"
"1149239296","4383","4383","4383","3.4089291095733643","3.4089291095733643","3.4089291095733643","3.1515464782714844","3.1515464782714844","3.1515464782714844","3.082456588745117","3.082456588745117","3.082456588745117","3.075296640396118","3.075296640396118","3.075296640396118","3.0752079486846924","3.0752079486846924","3.0752079486846924"
"1157627904","4415","4415","4415","3.4128434658050537","3.4128434658050537","3.4128434658050537","3.151031494140625","3.151031494140625","3.151031494140625","3.079807758331299","3.079807758331299","3.079807758331299","3.0728824138641357","3.0728824138641357","3.0728824138641357","3.0728046894073486","3.0728046894073486","3.0728046894073486"
"1166016512","4447","4447","4447","3.4077324867248535","3.4077324867248535","3.4077324867248535","3.148250102996826","3.148250102996826","3.148250102996826","3.0784082412719727","3.0784082412719727","3.0784082412719727","3.071744918823242","3.071744918823242","3.071744918823242","3.0716159343719482","3.0716159343719482","3.0716159343719482"
"1174405120","4479","4479","4479","3.40183162689209","3.40183162689209","3.40183162689209","3.1434543132781982","3.1434543132781982","3.1434543132781982","3.0749261379241943","3.0749261379241943","3.0749261379241943","3.067643165588379","3.067643165588379","3.067643165588379","3.0674612522125244","3.0674612522125244","3.0674612522125244"
"1182793728","4511","4511","4511","3.399630546569824","3.399630546569824","3.399630546569824","3.143378496170044","3.143378496170044","3.143378496170044","3.0753304958343506","3.0753304958343506","3.0753304958343506","3.0690433979034424","3.0690433979034424","3.0690433979034424","3.0689218044281006","3.0689218044281006","3.0689218044281006"
"1191182336","4543","4543","4543","3.4165117740631104","3.4165117740631104","3.4165117740631104","3.1529502868652344","3.1529502868652344","3.1529502868652344","3.081979513168335","3.081979513168335","3.081979513168335","3.0747697353363037","3.0747697353363037","3.0747697353363037","3.074756145477295","3.074756145477295","3.074756145477295"
"1199570944","4575","4575","4575","3.403691291809082","3.403691291809082","3.403691291809082","3.1448047161102295","3.1448047161102295","3.1448047161102295","3.0757038593292236","3.0757038593292236","3.0757038593292236","3.06889271736145","3.06889271736145","3.06889271736145","3.0688085556030273","3.0688085556030273","3.0688085556030273"
"1207959552","4607","4607","4607","3.403196096420288","3.403196096420288","3.403196096420288","3.1402645111083984","3.1402645111083984","3.1402645111083984","3.070246458053589","3.070246458053589","3.070246458053589","3.0635266304016113","3.0635266304016113","3.0635266304016113","3.063322067260742","3.063322067260742","3.063322067260742"
"1216348160","4639","4639","4639","3.4044957160949707","3.4044957160949707","3.4044957160949707","3.144712209701538","3.144712209701538","3.144712209701538","3.0765974521636963","3.0765974521636963","3.0765974521636963","3.0694830417633057","3.0694830417633057","3.0694830417633057","3.0694143772125244","3.0694143772125244","3.0694143772125244"
"1224736768","4671","4671","4671","3.409925699234009","3.409925699234009","3.409925699234009","3.144793748855591","3.144793748855591","3.144793748855591","3.0748536586761475","3.0748536586761475","3.0748536586761475","3.067993402481079","3.067993402481079","3.067993402481079","3.0677435398101807","3.0677435398101807","3.0677435398101807"
"1233125376","4703","4703","4703","3.403430700302124","3.403430700302124","3.403430700302124","3.1421024799346924","3.1421024799346924","3.1421024799346924","3.0733864307403564","3.0733864307403564","3.0733864307403564","3.067368984222412","3.067368984222412","3.067368984222412","3.0672411918640137","3.0672411918640137","3.0672411918640137"
"1241513984","4735","4735","4735","3.4016566276550293","3.4016566276550293","3.4016566276550293","3.142927408218384","3.142927408218384","3.142927408218384","3.073820114135742","3.073820114135742","3.073820114135742","3.0667335987091064","3.0667335987091064","3.0667335987091064","3.066817283630371","3.066817283630371","3.066817283630371"
"1249902592","4767","4767","4767","3.405128002166748","3.405128002166748","3.405128002166748","3.1440701484680176","3.1440701484680176","3.1440701484680176","3.0738232135772705","3.0738232135772705","3.0738232135772705","3.0671331882476807","3.0671331882476807","3.0671331882476807","3.0670254230499268","3.0670254230499268","3.0670254230499268"
"1258291200","4799","4799","4799","3.402991771697998","3.402991771697998","3.402991771697998","3.1386358737945557","3.1386358737945557","3.1386358737945557","3.0664727687835693","3.0664727687835693","3.0664727687835693","3.059926748275757","3.059926748275757","3.059926748275757","3.059767484664917","3.059767484664917","3.059767484664917"
"1266679808","4831","4831","4831","3.396793842315674","3.396793842315674","3.396793842315674","3.1350643634796143","3.1350643634796143","3.1350643634796143","3.0643625259399414","3.0643625259399414","3.0643625259399414","3.0569047927856445","3.0569047927856445","3.0569047927856445","3.057034730911255","3.057034730911255","3.057034730911255"
"1275068416","4863","4863","4863","3.3937761783599854","3.3937761783599854","3.3937761783599854","3.132051944732666","3.132051944732666","3.132051944732666","3.06148099899292","3.06148099899292","3.06148099899292","3.054705858230591","3.054705858230591","3.054705858230591","3.0546724796295166","3.0546724796295166","3.0546724796295166"
"1283457024","4895","4895","4895","3.3842921257019043","3.3842921257019043","3.3842921257019043","3.1308465003967285","3.1308465003967285","3.1308465003967285","3.0636112689971924","3.0636112689971924","3.0636112689971924","3.056514263153076","3.056514263153076","3.056514263153076","3.0563511848449707","3.0563511848449707","3.0563511848449707"
"1291845632","4927","4927","4927","3.3955700397491455","3.3955700397491455","3.3955700397491455","3.131842613220215","3.131842613220215","3.131842613220215","3.0626635551452637","3.0626635551452637","3.0626635551452637","3.055835485458374","3.055835485458374","3.055835485458374","3.055513858795166","3.055513858795166","3.055513858795166"
"1300234240","4959","4959","4959","3.391188859939575","3.391188859939575","3.391188859939575","3.132434844970703","3.132434844970703","3.132434844970703","3.0614068508148193","3.0614068508148193","3.0614068508148193","3.0544776916503906","3.0544776916503906","3.0544776916503906","3.05428147315979","3.05428147315979","3.05428147315979"
"1308622848","4991","4991","4991","3.3946642875671387","3.3946642875671387","3.3946642875671387","3.1294426918029785","3.1294426918029785","3.1294426918029785","3.058217763900757","3.058217763900757","3.058217763900757","3.0514369010925293","3.0514369010925293","3.0514369010925293","3.0512499809265137","3.0512499809265137","3.0512499809265137"
"1317011456","5023","5023","5023","3.3784806728363037","3.3784806728363037","3.3784806728363037","3.1262314319610596","3.1262314319610596","3.1262314319610596","3.0552618503570557","3.0552618503570557","3.0552618503570557","3.0484635829925537","3.0484635829925537","3.0484635829925537","3.0484588146209717","3.0484588146209717","3.0484588146209717"
"1325400064","5055","5055","5055","3.378852367401123","3.378852367401123","3.378852367401123","3.1252729892730713","3.1252729892730713","3.1252729892730713","3.054084062576294","3.054084062576294","3.054084062576294","3.0470056533813477","3.0470056533813477","3.0470056533813477","3.046976327896118","3.046976327896118","3.046976327896118"
"1333788672","5087","5087","5087","3.38348126411438","3.38348126411438","3.38348126411438","3.1265716552734375","3.1265716552734375","3.1265716552734375","3.057659864425659","3.057659864425659","3.057659864425659","3.050412178039551","3.050412178039551","3.050412178039551","3.050466775894165","3.050466775894165","3.050466775894165"
"1342177280","5119","5119","5119","3.3840091228485107","3.3840091228485107","3.3840091228485107","3.12319016456604","3.12319016456604","3.12319016456604","3.0531303882598877","3.0531303882598877","3.0531303882598877","3.046363353729248","3.046363353729248","3.046363353729248","3.0462732315063477","3.0462732315063477","3.0462732315063477"
"1350565888","5151","5151","5151","3.3887572288513184","3.3887572288513184","3.3887572288513184","3.1263160705566406","3.1263160705566406","3.1263160705566406","3.05668044090271","3.05668044090271","3.05668044090271","3.050891399383545","3.050891399383545","3.050891399383545","3.050877809524536","3.050877809524536","3.050877809524536"
"1358954496","5183","5183","5183","3.386383056640625","3.386383056640625","3.386383056640625","3.1235063076019287","3.1235063076019287","3.1235063076019287","3.0541889667510986","3.0541889667510986","3.0541889667510986","3.0480058193206787","3.0480058193206787","3.0480058193206787","3.047940254211426","3.047940254211426","3.047940254211426"
"1367343104","5215","5215","5215","3.3750483989715576","3.3750483989715576","3.3750483989715576","3.1148431301116943","3.1148431301116943","3.1148431301116943","3.0434582233428955","3.0434582233428955","3.0434582233428955","3.0375072956085205","3.0375072956085205","3.0375072956085205","3.037362813949585","3.037362813949585","3.037362813949585"
